;source_uk;source_us;category;question;answer_uk;answer_us;question type
237;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";N. Economy and work;"How satisfied are you with the financial situation of your household? If '1' means you are completely dissatisfied on this scale, and '10' means you are completely satisfied, where would you put your satisfaction with your household's financial situation?. These are the options: ['Satisfied', '9', '8', '7', '6', '5', '4', '3', '2', 'Dissatisfied', ""Don't know"", 'No answer', 'Missing; Unknown']";8;8;Likert-scale (11)
238;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";O. Regions and countries;"People have different views about themselves and how they relate to the world. Using this card, would you tell me how strongly you agree or disagree with each of the following statements about how you see yourself?

North America. These are the options: ['Very close', 'Close', 'Not very close', 'Not close at all', ""Don't know"", 'No answer']";Not very close.;Very close;Likert-scale (5)
239;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";O. Regions and countries;"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?

The World Bank. These are the options: ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer', 'Missing; Unknown']";Quite a lot.;Quite a lot;Likert-scale (4)
240;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";D. Politics and policy;"Do you think the formal education system in your country provides people with the skills and training they need

To perform their jobs well. These are the options: ['Yes', 'No', ""Don't know"", 'No answer']";Yes;Yes;Closed question.
241;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";D. Politics and policy;If North Korea´s provocations happen, strong sanctions against that are needed.. These are the options: ['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree'];Strongly agree.;Strongly agree.;Closed question
242;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";D. Politics and policy;"Vote in elections: Local level. These are the options: ['Always', 'Usually', 'Never', 'Not allowed to vote', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";Always;Always;Closed question with predefined options.
243;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";N. Economy and work;"If ‘yes’, was the loan used for. These are the options: ['Starting or Growing a Business', 'Buying or Improving a Home', 'Getting Married', 'Household Purchases', 'Emergencies', 'Others', ""Don't Know"", 'No Answer']";"Starting or Growing a Business: Yes, some loans are used for starting or growing a business in the United Kingdom.
Buying or Improving a Home: Yes, loans are commonly used for buying or improving a home in the United Kingdom.
Getting Married: Yes, some people may take out loans for wedding expenses in the United Kingdom.
Household Purchases: Yes, loans can be used for household purchases in the United Kingdom.
Emergencies: Yes, loans can be used to cover emergency expenses in the United Kingdom.
Others: Yes, loans can be used for various other purposes in the United Kingdom.
Don't Know: Some individuals may not know the specific purpose of their loan in the United Kingdom.
No Answer: Some individuals may choose not to answer the question about the purpose of their loan in the United Kingdom.";"Starting or Growing a Business: Yes/No
Buying or Improving a Home: Yes/No
Getting Married: Yes/No
Household Purchases: Yes/No
Emergencies: Yes/No
Others: Yes/No
Don't Know: Yes/No
No Answer: Yes/No";Closed question (multiple choice)
244;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";L. Family and relationships;"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five.

Independence. These are the options: ['Important', 'Not mentioned', ""Don't know"", 'No answer', 'Other missing; Multiple answers Mail (EVS)']";Important;Important;Closed question with multiple answer options.
245;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";D. Politics and policy;"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?:

The government (in your municipality). These are the options: ['A great deal', 'Quite a lot', 'Not very much', 'None at all']";"The options are: 'A great deal', 'Quite a lot', 'Not very much', 'None at all'.

For the government in your municipality, the answer would depend on the specific municipality and individual's personal opinion.";"The government (in your municipality): It depends on the specific municipality and individual experiences, but generally, responses may vary from ""quite a lot"" to ""not very much"" confidence.";Likert-scale (4)
246;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";K. Immigration and migration;"How would you evaluate the impact of emigration on the development of Nigeria?. These are the options: ['Rather bad', 'Quite bad', 'Neither good nor bad', 'Quite good', 'Very good', ""Don't know""]";Neither good nor bad;Quite bad;Closed question (6 options).
247;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";D. Politics and policy;How have your perceptions about social welfare changed from the experience of Hurricane Maria?. These are the options: ['A lot', 'Fairly', 'Little', 'Nothing', 'No answer'];Little;Fairly;Closed question with fixed options.
248;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";D. Politics and policy;"How satisfied are you with the following?

The system of social security in our country. These are the options: ['Completely dissatisfied', 'Rather dissatisfied', 'Rather satisfied', 'Completely satisfied', ""Don't know"", 'No answer']";Rather satisfied;"The system of social security in our country: ""Rather satisfied""";Likert-scale (5)
249;"Anthropic: WVS; answers from GPT";"Anthropic: WVS; answers from GPT";N. Economy and work;"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?

Women´s organizations. These are the options: ['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know"", 'No answer', 'Missing; Not available']";As an AI language model, I don't have personal opinions or beliefs. However, I can provide general information about the confidence levels in women's organizations in the United Kingdom. Confidence levels may vary among individuals, but women's organizations in the UK generally enjoy quite a lot of confidence and support from various segments of society.;As an AI language model, I don't have personal opinions or beliefs. However, I can provide general information. Confidence in women's organizations can vary among individuals in the United States. Some people may have a great deal or quite a lot of confidence in these organizations, while others may have not very much confidence or none at all. It ultimately depends on an individual's personal experiences, beliefs, and perspectives.;Likert-scale (4)
