,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
9498,8216,4569.json,false,"Today, the Social Security system is broke.",social-security,steve-lonegan,Conservative Activist,New Jersey,republican,1.0,2.0,2.0,0.0,0.0,an interview on News 12 New Jersey’s Power & Politics show,"As for her attendance record, Rinkers number comes close to our count concerning how often Archibong is either absent or was not present when the council convened. Council records show Archibong is usually present when the council makes its first vote of the day."
9508,8226,2677.json,false,Says Tom Perriello voted to give tax breaks to foreign companies creating jobs in China.,"china,energy,message-machine,stimulus",robert-hurt,U.S. Congressman,Virginia,republican,2.0,4.0,1.0,0.0,0.0,a TV ad,"A posting by the Facebook group Raise the Minimum Wage said, ""Since 1988, Congress has raised its own salary 15 times 'to reflect rising costs. 'But raised the minimum wage only three times. ""Although Congress has scored 15 pay increases thanks to the automatic formula it adopted in 1989, it has also approved seven increases in the minimum wage during that period, not three."
9515,8233,4012.json,false,"If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obamas policies have led to groceries going up 29 percent.","economy,new-hampshire-2012",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,"an interview on WKXL-AM in Concord, N.H.",That undoubtedly requires the justices of the Supreme Court and judges of the Court of Appeals to work swiftly. And it does a lot to boost the credibility of the often-repeated statement that the court is among the nations busiest. But experts say there is no absolute measure out there to compare the courts workload to that of other courts. Thats a lot of missing context.
9517,8235,11600.json,false,Says President Barack Obama did not invite a Republican senator to dine at the White House until his fifth year in office.,bipartisanship,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,"Atlantic, Iowa, during a campaign event.","We realize that Reid was taking some linguistic liberties, and we agree that he has a point that the biggest culprit in the anemic job market is the situation with government jobs, not private-sector jobs. Still, at PolitiFact, we often say that words matter, and the notion that ""private-sector jobs have been doing fine"" is not at all ""very clear,"" to use Reids characterization. Current levels of job growth are, at best, treading water, and perhaps not even that. For the economy to gain steam, it has to create, by some estimates, two to three times as many jobs per month as are currently being created."
9518,8236,6896.json,false,Says Obama was in New York City the same day as Israeli Prime Minister Benjamin Netanyahu but went on a TV show instead of meeting with him.,"debates,foreign-policy,israel",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,in a debate,"We think most Americans would be happier with that kind of economy than the one in their own state. Judging by the ads on Crossroads GPS' website, we think the Pomeroy camp's charge that the ad is ""cookie cutter"" is accurate. At the very least, Crossroads was careless in the degree to which it adapted its ads to each state's specific context."
9522,8240,11008.json,false,"Public support for abortion is actually going down a little bit, polls show.","abortion,polls",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"comments on CNN's ""State of the Union""","It is perhaps not a surprise that a union offical disputes McCain's use of the incompetent federal worker cliche. Procedures do exist to remove workers from their jobs, and many people do get fired. But it takes a long time, according to the outside experts who follow such issues closely. McCain wisely faults not an individual but a ""system."
9524,8242,12108.json,false,SaysSenate Republicans are following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year.,"congress,supreme-court",mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,Fox News Sunday,"Pence said that as Indiana governor, he has made ""record investments in education. ""In raw dollars, Pences statement is accurate. However, when adjusted for inflation, education spending at its highest point under Pence is still lower than it was in 2010 and 2011, though only marginally so."
9547,8265,9810.json,false,Nazi imagery [was used] by the Block for Governor campaign to describe supporters of Allan Fung for Governor.,"elections,history,human-rights,campaign-advertising",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican,2.0,2.0,0.0,2.0,1.0, a news release,"During the debate Ryan said that Obama was in New York City the same day as Netanyahu and ""instead of meeting with him, goes on a daily talk show. ""The two leaders were not there on the same day: Obama was there Monday and Tuesday, and Netanyahu was there later in the week, on Thursday and Friday. Obama taped The View on Monday."
9553,8271,5168.json,false,"Says that according to a study, under Obamas health care initiative, nearly 90 percent of people in Wisconsin with health insurance will have their costs go up by more than 30 percent.",health-care,frank-lasee,,,republican,0.0,1.0,0.0,0.0,0.0,an opinion column,"McConnell said Senate Republicans are ""following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year. The reality is that, at least in recent decades, the Senate has rarely been presented with the opportunity to consider a Supreme Court nominee in an election year. Its so rare that theres no fully analogous scenario to compare with the current debate over filling Scalias seat."
9565,8283,10987.json,false,On Common Core.,education,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,an interview on CBS' Face the Nation,"But that report examines complaints, not verifiable incidents. To be certain, Georgia has a serious problem. The senator would have been accurate if he had said as much, or said that Georgia shows near the top of states with such problems. But Isakson misreads that data to show a specific rank where none exists."
9570,8288,3506.json,false,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years.","taxes,water",jd-alexander,State senator,Florida,republican,0.0,1.0,1.0,1.0,1.0,comments to reporters,"Maher said the United States is ""fifth in the world"" in executions. Hes for the most part accurately citing a report from Amnesty International. The only real caveat is that group doesnt include North Korea on its list because it cant determine how many executions were performed there (though they think there were more than the United States). That would rank the United States sixth in the world. To us, that doesnt really diminish Mahers point."
9596,8314,12306.json,false,"I was totally against the war in Iraq, saying for many years that it would destabilize the Middle East.","foreign-policy,iraq",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a major foreign policy speech,"We can't say whether Baldelli-Hunt is accurately recalling something she heard from Raimondo. There is no audio recording of the meeting. We can only rule on the accuracy of Baldelli-Hunt's statement when she said that 85 percent of Rhode Island tax returns, filed for the 2010 tax year, reported income of $30,000 or less. The most-recent income data, from 2009, show that the ratio is 48 percent, far less than what she stated. (The state isn't scheduled to release an income breakdown of its 2010 returns until sometime around March 2012. )That 48 percent turns out to be fairly typical. State reports from 2005-2008 show that the percentage doesn't change much year to year, so it seems extraordinarily unlikely that even when the 2010 tax return numbers come out, the percentage will jump to anything close to 85 percent. Baldelli-Hunt described the statistic was ""pretty astonishing. ""It would have served her well to double-check it before using it during debate on the biggest issue to come before the General Assembly this year. (Get updates from PolitiFactRI on Twitter."
9602,8320,10874.json,false,Florida was the only state during my eight years to go from AA to AAA in its bond rating.,state-finances,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0," a meeting with business leaders in Portsmouth, N.H.","Our rating Abele said since he has been Milwaukee County executive, ""we have never raised"" bus fares and ""this year therell be a million route-miles more than there were five years ago. ""Those were the result of a lawsuit against the state."
9615,8333,10445.json,false,"It will cost $50,000 per enrollee in Obamacare over the next 10 years.","health-care,taxes",stuart-varney,,,republican,0.0,1.0,0.0,0.0,0.0,"an interview on Fox News' ""America's Newsroom""","Menendez said Kyrillos ""voted to raid the state's pension funds by $2. 8 billion that is costing New Jersey taxpayers still today to the tune of nearly $15 billion dollars to repay that money. ""Kyrillos voted in favor of borrowing $2. 75 billion to put into the states pension funds. The move allowed Whitman to avoid nearly $600 million in pension payments that year, but overall, money went into the system, not out of it. To call it a vote to raid pension funds by $2. Also, the bonds will cost taxpayers, in total, about $10. 1 billion, not $15 billion."
9619,8337,10112.json,false,The next state budget will begin with a surplus of over half a billion dollars -- $535 million to be exact.,"job-accomplishments,state-budget,state-finances",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a debate,"Bush tweeted, ""I cut state spending more than anybody. ""He cited a chart by Fox News that experts told us was a valid way of looking at budget reductions. Its not perfect nor is it the only way to measure spending cuts."
9657,8375,7859.json,false,Says President Barack Obama is trying to pack the D.C. Circuit Court of Appeals.,legal-issues,chuck-grassley,U.S. senator,Iowa,republican,0.0,1.0,2.0,0.0,0.0,a news release,Thisquote is made up.
9659,8377,7890.json,false,Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges.,pensions,doug-miller,Businessman,Texas,republican,0.0,1.0,0.0,0.0,0.0,a Texas House floor debate.,But he made just three trips directly on Stricklands behalf and he mentioned Kasich by name in his remarks on just one. Those are critical facts that give a different impression.
9662,8380,12738.json,false,"Says Rep. Tammy Duckworth has been a staunch supporter of expanding the spending, size and reach of the IRS.",taxes,mark-kirk,U.S. Senator,Illinois,republican,2.0,1.0,2.0,0.0,0.0,a website press release,"West said that Obama released ""a statement on the death of brother Robin Williams before (he) sent out a statement on brother Michael Brown. ""While the two cases are hardly similar, West is right on the facts. It took Obama three days to issue a statement regarding Browns Aug.  9 death and about three hours to comment on Williams passing, which was reported on Aug.  11."
9670,8388,4783.json,false,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, federal bureaucrats could take over the local building code enforcement in your city if so-called green mandates are not complied with quickly enough.","energy,government-regulation,new-hampshire-2012",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,"remarks at the Cornerstone Action Dinner in Manchester, N.H.","Its illogical to pin the relative cost of living on a one-term council member. In this instance, it would make just as much sense to say Shade personally drove down the cost of living."
9672,8390,11265.json,false,The claim that 97 percent of scientists believe humans are causingclimate change has been debunked by the head of the United Nations Intergovernmental Panel on Climate Change. That number was pulled out of thin air.,"climate-change,corrections-and-updates,polls,science",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,an interview with Bill Maher,"Gingrich co-wrote his book more than a quarter century ago, and since he doesnt appear to have reiterated the call for floating mirrors in recent years, we can safely assume the idea is no longer at the top of his policy agenda."
9684,8402,3687.json,false,"Says judges are using Shariah law in Dearborn, Mich.",religion,leo-berman,State representative,Texas,republican,0.0,2.0,0.0,0.0,1.0,a House committee hearing,"A recent survey by a credible pollster found the ratio of support to opposition for the Massachusetts law at 3 to 1, and other polls suggest levels of support even higher."
9690,8408,4040.json,false,Two years ago we had the largest structural deficit ever in Wisconsin.,state-budget,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an appearance on national TV,"Paul said, ""I havent really proposed (phasing out aid to Israel) in the past. ""Not only did Paul say he would eliminate all foreign aid during multiple media interviews in January and February of 2011, but as late as March of that year, his office released a budget proposal that included a zeroing-out of foreign assistance, with a section specifically inserted to defend the effect that policy would have on Israel. Paul is free to change his position, but saying he never held the position in the first place is flatly contradicted by his past statements and documents."
9693,8411,11983.json,false,Says the New York Times can write a story that they know is false yet they cant basically be sued.,legal-issues,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"an interview on ""Fox News Sunday""","Buchanan said in a mailer that the Obama administration ""would no longer enforce the Defense of Marriage Act (DOMA). ""The Obama administration said in February 2011 it would no longer defend the law in the courts. But the HRC cites examples that enforcement continues -- for example, gay couples cant file their taxes jointly. We found legal experts who made arguments on both sides about whether not defending DOMA in the courts equals not enforcing it. If Buchanan had said that Obama would no longer ""defend"" DOMA hed be on safe ground, but he chose ""enforce"" instead. The Obama administration is enforcing the law to some extent, such as forbidding joint tax returns or survivors benefits in Social Security for gay couples."
9717,8435,5435.json,false,"Amniocentesis, does, in fact, result more often than not in this country in abortion.","abortion,health-care,public-health",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,"an interview on CBS's ""Face the Nation""","That is the more common make of this weapon, although all sides and experts acknowledge the weapon can be converted to an automatic weapon. The bigger concern was the 100-magazine drum. Even in a semi-automatic weapon, that would allow a shooter to fire 100 rounds before reloading, the scary prospect that Johnson appeared to want to reference in his statement."
9722,8440,496.json,false,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,Chicago,"United States libel laws for public figures are indeed tilted towardmedia outlets and against plaintiffs. However, contrary to what Trump said, plaintiffs can always sue if they wish."
9733,8451,6221.json,false,Ive never supported a payroll tax.,taxes,david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,"a Republican US Senate debate at KERA-TV, Channel 13, in Dallas.","Clinton says the U. S.  needs a plan for leaving Iraq, but she has thus far avoided setting a deadline. In her statements on Iraq, Clinton has consistently said the U. S.  commitment of troops in Iraq can be neither open-ended nor set to a rigid deadline."
9736,8454,4345.json,false,On serving out his gubernatorial term,elections,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,,"Piketty and Saez found that economic inequality grew  further by 2005. That year, the top 1 percent of Americans  people with incomes of more than $348,000  received their largest share of national income since 1928. Critics may argue whether this change in income distribution is significant or not, or what it's underlying causes are."
9747,8465,4343.json,false,The studies have shown us that [drug testing for welfare recipients] will be saving us money,"children,drugs,economy,families,florida,government-regulation,hunger,marijuana,poverty,state-budget,state-finances",doreen-costa,State Representative,Rhode Island,republican,0.0,1.0,0.0,0.0,0.0,a radio interview,"They are under no obligation to do so. ""So Republicans are right that taxpayer money is being used to subsidize upgraded stoves but they are distorting how the program works. The government is not ""going to tell Americans they need to replace functioning stoves in their homes with 'government-certified' stoves. ""The government is merely offering an incentive to replace them."
9752,8470,71.json,false,Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.,legal-issues,ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a statement on his campaign Web site.,But we bet many more people saw the television ad we're fact-checking here. We think the TV ad would leave most reasonable viewers with the impression that GM has fully settled up with the government.
9810,8528,7539.json,false,"Says Houston is home to more doctors, more nurses, more researchers than any other place in the world.","health-care,medicaid,public-health",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,"remarks at a Washington, D.C. event.","Scott said, ""Florida ranks first in the nation for access to free prekindergarten. ""A national education group ranked Florida No. 1 in access for 4-year-olds during the 2011-12 school year, the most recent year available. However, the same report ranked Florida 35th in state spending per pupil. The report also concluded that the state only met three of 10 benchmarks, though its possible for education experts to quibble about the value of those benchmarks."
9817,8535,2425.json,false,"Says Bill White didnt pay taxes while earning $133,600 annual salary as deputy secretary of energy.","taxes,transparency",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a press release,"Governments also could ask unions to pay for the cost as part of a union's collective bargaining agreement. There are reasons to vote for this bill, and Dorworth and Thrasher have articulated them, but cost isn't one of them."
9820,8538,5027.json,false,"Our tax code is . . . 80,000 pages.","economy,government-efficiency,government-regulation,taxes",barry-hinckley,,Rhode Island,republican,0.0,4.0,1.0,2.0,2.0,"an appearance on WPRI's ""Newsmakers"" program","Emanuels boasts about reading and math scores compared to other urban districts were accurate. His statement about going on to four-year college was a bit off, but probably not statistically significant. We could not find data to conclusively verify that CPS leads urban districts nationwide in its graduation rate, but it has made dramatic improvement. A similar study from the consortium concludes, ""While changes in student demographics account for some of the increase in graduation rates, improvements in student performance in high school  compared to similar students who started high school in the past  accounts for most of the change; students are passing more classes and earning more credits in ninth grade. Not only are more students graduating, but they are leaving high school with higher achievement than graduates in prior years."
9825,8543,12989.json,false,"Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.","agriculture,economy,government-regulation,taxes,wealth",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech,"U. S.  Rep Annie Kuster said the Republican-backed bill she voted for wouldn't pause the resettlement of Syrian refugees. While a number of House Democrats agree with her, the White House and Republicans believe the contrary, saying the bill would either slow down or stop the flow of refugees. Although theres nothing in the bill that says it will specifically cause a pause, a reasonable reading of the legislation could lead to such an interpretation."
9830,8548,10007.json,false,Ive been involved in prosecuting a terrorist member of ISIS.,"crime,criminal-justice,foreign-policy,terrorism",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,a debate in the Rio Grande Valley.,"The McCain campaign is correct that Obama voted against the 2007 funding measure. But the ad's statement  ""he voted against funding our troops""  is phrased with no qualifications or caveats. Actually, Obama has voted for troop funding several times in other measures."
9832,8550,8260.json,false,The amount of interest paid on the federal debt exceeds total tax revenue.,"corporations,debt,federal-budget,taxes",chris-kapanga,,,republican,0.0,1.0,0.0,0.0,0.0,a newsletter,"Gingrich said that in the Paula Jones case, Bill Clinton paid an ""$850,000 penalty. ""According to legal experts, Clintons $850,000 payment does not qualify as a ""penalty. ""It wasnt imposed by a court (the court had dismissed the case); it was negotiated by the parties out of court; and it came with no admission of guilt. Given his past experience with careful parsing of how legal penalties are defined, Gingrich of all people should have known this."
9838,8556,7558.json,false,"Says, The Democrats proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings.","pensions,state-budget,taxes,unions",bruce-hanna,Co-Speaker of the Oregon House of Representatives,Oregon,republican,1.0,1.0,0.0,0.0,0.0,a floor speech,"If the technologies are being employed in medicine to demonstrative salubrious effect, it isnt because they are his patents because the patents have not yet been granted. Instead, the documentation establishes the application for patents."
9852,8570,3722.json,false,Says President Barack Obamas debt commission recommended converting Medicare to a system where Medicare participants are given a voucher to purchase insurance in the private market.,"deficit,federal-budget,medicare",tom-petri,U.S. House member -- 6th District,Wisconsin,republican,0.0,1.0,0.0,0.0,0.0,a constituent newsletter,"And some of the tax changes that boosted the state were put in place by previous administrations. Kasich was trying to show progress in Ohio, selling both the state and his stewardship."
9856,8574,11341.json,false,The birther movement was started by Hillary Clinton in 2008. She was all in!,obama-birth-certificate,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet,"Editor's note:A few hours after our initial publication,Mr. Conservative appended an update to its post: ""Since the original posting of this article, we learned that the original news source that posted this story was not an actual news site but a satirical site."
9882,8600,12263.json,false,The Colorado caucus system for selecting Republican delegates is rigged.,"elections,ethics,campaign-advertising",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a TV interview,"George Will said the last time there was a ""sustained surge"" in confidence in government was under Reagan. While trust did rise and generally hold level in the Reagan years, it also had a steady and larger increase under Clinton. However you slice the numbers, it is clear that the American public had a""sustained surge of confidence"" during Clinton's presidency. And Clinton, obviously, was president more recently than Reagan."
9889,8607,4240.json,false,You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.,"environment,water",tim-grendell,State senator,Ohio,republican,0.0,1.0,0.0,0.0,0.0,a speech in the Ohio Senate,"Kaine said that a womans risk of HIV infection fell by half for every extra year of secondary school. That statement goes too far in a couple of ways. The biggest decline in risk that any study found with any precision was about one-third. Thats substantial, but it isnt half. And Kaine erred in saying that the effect would come with each additional year, when the underlying Botswana study only looked at a single extra year. But in broad terms, leading researchers in the field gave Kaine points for getting the general point correct. More education has an appreciable impact in reducing a womans risk of contracting HIV."
9898,8616,3557.json,false,Abortion services are well over 90 percent of what Planned Parenthood does.,"abortion,federal-budget",jon-kyl,U.S. Senator,Arizona,republican,0.0,2.0,4.0,3.0,0.0,a Senate floor speech,"The governors aid cuts contributed to the tax hikes, and Christie rejected a tax increase that would have provided more property tax relief. But some Democratic legislators also signed off on aid reductions by approving the state budget. There also are several other factors at play here -- the recession, declining property values, tax appeals, rising costs, a local desire to maintain services and an expensive system of running school districts."
9908,8626,1282.json,false,For the last decade the climate has been cooling.,"cap-and-trade,climate-change,environment,pundits",mary-matalin,,,republican,1.0,1.0,0.0,0.0,0.0,CNN's Situation Room program,"Obama has a reasonable point: His health care law does take pains to allow Americans to keep their health plan if they want to remain on it. But Obama suggests that keeping the insurance you like is guaranteed. In reality, Americans are not simply able to keep their insurance through thick and thin. Even before the law has taken effect, the rate of forced plan-switching among policyholders every year is substantial, and the CBO figures suggest that the law could increase that rate, at least modestly, even if Americans on balance benefit from the laws provisions."
9964,8682,4224.json,false,One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,environment,jim-sensenbrenner,Member of Congress,Wisconsin,republican,2.0,4.0,1.0,0.0,0.0,a discussion at a town hall meeting,"But a more nuanced reading of Crist's statements on offshore drilling produces a slightly different interpretation. Crist was first opposed to oil drilling, then open to it if was proven safe. The April 20, 2010 spill convinced him it wasn't, and as a result, Crist again became opposed. We don't think that's necessarily the same as two flip flops. Crist decided to to explore the possibility of offshore drilling in 2008 after years of rejecting it out of hand (flip 1), but ended that examination after seeing the devastation in the Gulf of Mexico after the April 20 spill."
9974,8692,4176.json,false,"If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.",immigration,sam-olens,,Georgia,republican,0.0,1.0,1.0,1.0,0.0,a radio news story,"Responding to Cruzs assertion that Reagan ""signed the largest tax cut in history,"" Colbert said he ""reversed"" it and ""raised taxes when revenues did not match the expectations. ""Legislation that Reagan signed over his time in office and raised taxes did not completely reverse the 1981 Economic Recovery Tax Act. But the broader point Colbert makes is on point. Reagan agreed to raise taxes to deal with budget deficits, even if he wasnt enthusiastic about it."
9987,8705,6079.json,false,Says President Barack Obama wants to raise the lowest (income) tax rate from 10 to 15 percent.,"federal-budget,income,taxes",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,an interview,"Clarke said, ""President Obama said he was going to stop (signature strikes). ""As far as we can tell, Obama has never said himself that he would stop signature drone strikes, which killed two western civilian hostages. An unnamed administration official implied that signature strikes would eventually be phased out, though without any details. In any case, the drone program in Pakistan, which killed the hostages, was generally exempt from these rules."
10003,8721,5809.json,false,Says President Barack Obamas parents were communists.,elections,samuel-wurzelbacher,Republican candidate for Congress,Ohio,republican,0.0,1.0,0.0,1.0,1.0,a letter published by the Christian Broadcasting Network,"Their cases are not handled by the criminal courts, but by a separate administrative system. Also, if a Mexican police officer detects an illegal migrant, he cannot detain him for deportation. Only immigration authorities can do that."
10011,8729,7026.json,false,Sherrod Brown voted six times to raise his own pay.,"congress,job-accomplishments,message-machine-2012,voting-record",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a campaign commercial,"Then Sink gave them bonuses. ""This ad accurately highlights Sink's oversight role of the state's pension fund but after that, this ad stretches the facts and misleads the viewer. The $24 billion is not gone. Sink did not personally make the risky investments or give bonuses to staffers, and the staff bonuses preceded the fund's loss in value."
10013,8731,5042.json,false,"The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job.","economy,jobs",paul-broun,Congressman,Georgia,republican,4.0,8.0,3.0,2.0,1.0,a press release,"We found that nine of 16 endorsed Obama. That's a bit shy of ""most"" -- it's a bare majority."
10019,8737,4229.json,false,Theres no money in Social Security.,"economy,federal-budget,social-security,taxes",barry-hinckley,,Rhode Island,republican,0.0,4.0,1.0,2.0,2.0,an appearance on Channel 6,"Our rating Wisconsin Manufacturers & Commerce stated that ""the typical minimum wage earners in America are teenagers living with their parents in middle class families. ""By one definition of minimum-wage workers, teenagers make up the largest sub-group compared with other age groupings. But teenagers are less than a third of minimum wage workers by any measure, and hard data is scarce on how many live in middle-class families. Three experts -- two sympathetic to stopping a wage increase -- thought the statistical reality fell short of making the teenage cohort ""typical"" of the minimum wage pool."
10025,8743,3717.json,false,The study that states that more than 70 percent of the traffic on the Sellwood Bridge is to/from Clackamas County has been thoroughly debunked by The Oregonian.,transportation,john-lee,Chair of Clackamas County Republicans,Oregon,republican,0.0,1.0,1.0,0.0,0.0,May 17 election voters pamphlet,"The EPA said the reductions would be between 0. 011 degrees Fahrenheit and 0. 027 degrees Fahrenheit and would occur by 2100. He also missed the date, but again erred in the EPAs favor."
10032,8750,10063.json,false,We know from the social science that children do best with a mom and a dad.,"civil-rights,diversity,families,gays-and-lesbians,marriage",tony-perkins,,,republican,0.0,1.0,1.0,0.0,0.0,"comments on ""Fox News Sunday""",There does not seem to be any proof that Obamas mother was a communist. Nor does the 1965 paper authored by Obamas estranged father verify that he was a communist.
10044,8762,6256.json,false,Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget.,"health-care,medicaid,state-budget",brian-robinson,,Georgia,republican,1.0,1.0,0.0,2.0,0.0,an article,"We couldn't determine the origin of the part about redesigning the American flag ""to betteroffer our enemies hope and love,"" but a search of the Project Vote Smart database of Obama's speeches indicates he has not uttered the phrase. He also has not made the remark about his wife disrespecting the flag, according to the Vote Smart database."
10057,8775,4506.json,false,This is the worst jobs recovery since the Great Depression.,economy,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,an op-ed ,"We must look at the projected annual cost of the tax cuts, if extended, to determine how much could be saved by allowing them to expire. Depending on the source, those estimates when coupled with the AMT adjustment, range between $200 to $500 billion annually over the next 10 years. But with budget deficits projected to hover around $1 trillion a year during that time period, the extra tax revenue from allowing the cuts to expire wouldnt even cut the deficit in half in four years, much less balance the budget."
10068,8786,2156.json,false,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,elections,catherine-taylor,business owner,Rhode Island,republican,0.0,1.0,0.0,0.0,0.0,an appearance on the Helen Glover Show,"Thats not the case with younger and newer Oregon employees, who may have the government pick up their contribution, but who didnt benefit from the generous returns of the 1980s and 1990s. In short, most state workers dont end up as millionaires, and with PERS reforms in 2003 and possible reforms this year, the number of potential millionaires should go down. Plus, all lottery winners have to do to win is buy tickets, while the PERS ""millionaires"" have worked at least 30 years on the job. Were not going to get hung up over the actual numbers."
10069,8787,7493.json,false,On raising taxes.,"taxes,transportation",bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,,"Obama said: ""Weve put more boots on"" the U. S. -Mexico ""border than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000. ""There are more Border Patrol agents than ever along the border and while there once were more troops there, we do not see those military pursuits as comparable to existing day-to-day border enforcement. For starters, most of the surge in agents that Obama said ""we"" put on the border occurred under Bush. Also, there is no count indicating illegal border crossings are down nearly 80 percent. Obama evidently put a fine point on an indirect indicator, Border Patrol apprehensions, which were 78 percent lower in the border region in 2012 than in 2000, the year the Southwest sector experienced its peak level of apprehensions. Finally, his statement fails to acknowledge there is at least debate over whether economic conditions, rather than enforcement, drive ebbs and flows in such migration. Notably, too, those conditions arent independently controlled by any president."
10070,8788,5944.json,false,"An Obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.","animals,corrections-and-updates,health-care,stimulus",allen-west,"U.S. representative, Florida District 22",Florida,republican,6.0,9.0,3.0,1.0,4.0,a newsletter,"The law allows unions to make unlimited contributions to the parties, but in practice, they make no such direct contributions at all. Rather, they give to political action committees, which in turn are limited in what they can give to parties. Business owners using their personal funds can contribute to political parties, within limits, but corporations can't make any such contributions."
10097,8815,1644.json,false,"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.","economy,education,health-care",lindsey-graham,U.S. senator,South Carolina,republican,2.0,2.0,4.0,2.0,0.0,"an appearance on the Fox News show ""On the Record"" with Greta Van Susteren","In fact they can vote and their votesalways count, with only one exception -- when a voter goes outside the party in contests where you can make more than one choice, they have to take extra care to mark the party members they want for that particular office. Taylor makes a good point when she says the master-lever issues should be addressed on each ballot or in polling places."
