,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
11140,9858,1492.json,false,"As Houstons mayor, I helped our area lead the nation in job growth.","economy,job-accomplishments",bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,a questionnaire ,"They opened two hours late. But Obama's daughters, Malia and Sasha, attend the private Sidwell Friends School, which canceled classes. Most school districts in the Washington suburbs also closed. Obama is right that snow days are amazingly rare in Chicago  there haven't been any in the last decade  but we'll cruelly ding him for saying ""never."
11187,9905,158.json,false,"In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.",crime,joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,statement on Web site,"Obama said, ""During my administration, for example, we boosted U. S.  exports to Canada and Mexico by about 50 percent. That supports about 2. 8 million American jobs. ""That change would have cut the growth down to about 30 percent."
11194,9912,9752.json,false,Having a baby is aleading cause of poverty spells in the United States.,"jobs,poverty,women",moms-rising,,,democrat,0.0,1.0,0.0,1.0,0.0,a tweet,"Its hard to say exactlyhow many failing schools are in North Carolina, but we do know there are not 500 like AFP state director Donald Bryson said. He was referring to low-performing schools, but the majority of low-performing schools are D schools  which most people dont consider failing. We counted failing schools in a number of ways, with the results ranging from 80 to 415 depending on the grading scale used to define what an F is. Any way you slice itthere are clearly dozens, and maybehundreds, of failing schools statewide."
11201,9919,2031.json,false,Rhode Island voters are moving away from the Democratic party to non-affiliation,"elections,history",anthony-gemma,"Owner Media Peel, former president and CEO of Gem Plumbing",Rhode Island,democrat,0.0,2.0,0.0,2.0,1.0,a speech at the state Democratic convention,"We found that 184,900,000 people live within 600 miles of Ohio, or 59. 9 percent of the U. S.  population of 308. 7 million. That's 60 percent, whether you round off by a number that is not statistically significant or factor a margin of error. The 600-mile reach would include nearly all of the Eastern Seaboard, the upper Midwest, much of the Deep South and some states west of the Mississippi River."
11218,9936,8072.json,false,"The Republican-authored state budget includes a provision forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.","health-care,state-budget",dave-hansen,State Senator,Wisconsin,democrat,0.0,1.0,0.0,0.0,0.0,a news release,"The center says ""Rhode Island will become just the second state to mandate the vaccine  and the only state to do so by regulatory fiat, without public debate, and without consideration from the elected representatives of the people. It was right about Rhode Island being the second state and it was right that the requirement was not adopted by ""the elected representatives of the people. ""In 2014, the ACLU sharply criticized the vaccine requirement at the public hearing and debated the proposal in social media and on its website. As for acting by fiat, the regulation was put in place through a process established by law. And comments at a public hearing influenced that process, leading to a decision by the director of health to delay execution of the policy for one year. More recently, the new health director told the public that philosophical objections were enough to qualify for the religious exemption. In other words, parents can pretty much say whatever they want to get exemptions for their children."
11234,9952,955.json,false,"Look, the earmarks have come down significantly, 75 percent.",federal-budget,peter-orszag,Director of the Office of Management and Budget,,democrat,0.0,1.0,0.0,0.0,0.0,a TV interview.,"By most measures, the number of jobs in the United States has increased on Obamas watch, though Castro did some cherry-picking in coming up with the 4. 6 million number. Still, his statement reflects private-sector job gains since the last month with a loss in that category."
11276,9994,9846.json,false,Says Rick Scott has teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist.,"campaign-finance,crime",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a TV ad,"Of course, corporate profits are just one component of the economy -- and just one part of Americans perceptions of how well the nation is doing economically. Unemployment is still stubbornly high, and indeed, some commentators have been critical of companies hesitancy to invest on new hires amid such high profits. Still, Obama was correct in his description of the trend in corporate profits. One could say that hes being presumptuous by assuming what the full 2010 figure will be before its officially announced, but we think that the current trendlines for corporate profits, combined with recent fourth-quarter reports, put the level so far above the 2009 level that its highly unlikely to drop once the full-year numbers have been released."
11326,10044,606.json,false,On public financing of his campaign.,ethics,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,,"Thats a big switch from two years earlier, in 2010, when it was Democrats who sat out more races. In fielding so many candidates, Democrats might have been hoping to goose turnout in other races, said Mordecai Lee, a University of Wisconsin Milwaukee political scientist elected five times as a Democrat in the state Assembly and Senate in the 1970s and 1980s. The final, certified election results showed a 174,000 edge for Democrats, despite the fact they won only 39 seats."
11328,10046,3322.json,false,Wisconsin Gov. Scott Walkers estimate of a $3.6 billion state budget deficit is manufactured and a bogus figure.,"labor,state-budget",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1.0,2.0,2.0,3.0,0.0,a blog posting,"Vote No On 2 said, ""Amendment 2 will bring kid-friendly pot candy to Florida. ""The proposal would allow edible forms of marijuana, but the amendment does notspecifically identify candy. Calling it ""kid-friendly"" plays on parents fears without any proof thats what will happen. The statement is partially accurate but requires additional context."
11338,10056,1292.json,false,One-third of the health care dollar goes to no such thing as health care; it goes to the insurance companies.,"corporations,health-care",patrick-kennedy,Congressman,Rhode Island,democrat,0.0,1.0,2.0,1.0,0.0,a speech on the House floor. ,"But Richardon's statement gives the impression the funding has stopped. In fact, the White House and Congress have taken steps to pay for the remainder of the fence, although there is still some disagreement about what form the fence will ultimately take. The White House requested another $1-billion in spending for the fence in 2008. The House approved the spending in June 2007 but with strict requirements because Democrats are skeptical of the proposal."
11339,10057,11108.json,false,"The Texas Capitol faces South toward Goliad, in memory of the most horrific battle of the Texas Revolution.","history,states",christine-gilbert,Artist,Texas,democrat,0.0,1.0,0.0,0.0,0.0,a letter to the editor of the Austin American-Statesman,The whole idea is to decrease Americans' reliance on fossil fuels through alternative energy sources.
11348,10066,1808.json,false,On returning Republican campaign contributions.,"campaign-finance,elections",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,statements to the press,"Schweizer said, ""Amendments (Hillary Clinton) supported and voted for in 2006, she no longer supported in 2008,"" showing she changed positions on an India nuclear deal. We know Clinton voted for several amendments on Indian nuclear deal-related legislation in 2006. The 2008 legislation, however, had just one amendment, and the vote was not recorded. Because we dont know how she voted, and she did not make any public statements about it, its impossible to know her position on the 2008 amendment. Additionally, the 2008 amendment was fundamentally different than any of the amendments the Senate considered in 2006. Even if we knew whether she supported the 2008 amendment, it wouldnt necessarily show a change in position. Whats more, Clinton showed public support for a deal in 2006, and she voted in favor of the deal in both 2006 and 2008."
11376,10094,12417.json,false,Let me say that I dont think (Bernie Sanders has) had a single negative ad ever run against him.,"corrections-and-updates,elections,campaign-advertising",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"an interview on ""Meet the Press""","Failure to communicate clearly, I guess. Reading through it again, we think Trudeaus explanation sounds reasonable. But we decided to mark Trudeau down slightly because we think its also reasonable for people to make the same initial assumption we did, that ""at home"" means in or near ones home."
11398,10116,8551.json,false,"On (the federal minimum wage of) $7.75, you cant even make half the poverty level.","families,poverty,workers",jim-mcdermott,U.S. Representative,Washington state,democrat,1.0,1.0,1.0,0.0,0.0,"an interview on MSNBC's ""Politics Nation""","Obama said, Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else. ""The general consensus among experts, as well as the State Department, is that American refineries would be the primary buyers of crude oil transported through the Keystone XL pipeline, by a vast margin. Some Keystone XL criticshave a point that American refineries would likely export some of the products that they make with crude oil transported by the pipeline. The State Department says, however, that product exports are already increasing, and that trend would likely continue independent of a new pipeline. Additionally, American refineries tend to keep more products in the country than they export."
11474,10192,612.json,false,"John McCain refuses to support a new bipartisan energy bill ""because it would take away tax breaks from oil companies like Exxon Mobil.""",energy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a news release,"We came the closest in 24 years to defeating Frank Pallone. ""The congressmans margin of victory represented his tightest win in 20 years -- not 24 years -- and the third-closest finish of all his races for a two-year House seat. Pallone won by even fewer votes in 1988 and 1990."
11484,10202,11712.json,false,Says he faced a record budget deficit in Virginia in 2014.,state-budget,terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a radio interview.,"But there is no consensus on how to find the best alternative number. Portman was a little high on Ohios jobless rate for the BLS categories that include, in his words, ""folks who have stopped looking for work,"" but he was in the ballpark. The U-5 rate puts it at 9. 2 percent, and he said ""over 10 percent. ""His figure was actually low for the broadest measure, but that includes people working part-time (less than 35 hours per week) for economic reasons."
11520,10238,2253.json,false,On lifting the U.S. Cuban embargo and allowing travel to Cuba.,"florida,foreign-policy",jeff-greene,,Florida,democrat,3.0,1.0,3.0,0.0,0.0,a televised debate on Miami's WPLG-10 against Kendrick Meek.,"We checked the research and, quite frankly, find it a little squirrely. We know that Justice can only track earmarks back to 2008 because prior to that they were largely inserted anonymously, but he includes campaign contributions dating back to 1998. And the numbers don't add up. We don't know where Justice got the $737,000 from -- originally we tallied more than $1 million in contributions (though a lot of that was double counted). Then, Justice's campaign provided us with a second document with another $1 million in contributions (and again, a lot of that was double counted)."
11522,1,11685.json,false,Wisconsin is on pace to double the number of layoffs this year.,jobs,katrina-shankland,State representative,Wisconsin,democrat,2.0,1.0,0.0,0.0,0.0,a news conference,"She cited layoff notices received by the state. But those arent actual layoffs. In the time frame she cited the states added about 30,300 jobs."
11584,63,11443.json,false,I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors.,"bankruptcy,debt",steven-costantino,House Finance Chairman ,Rhode Island,democrat,0.0,1.0,0.0,1.0,0.0,a statement,"In his defense, Costantino issued a statement in which he said: ""I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors. ""In other words: Dont blame me, I was just doing my job. But the records and comments of people involved illustrate that Costantino played a key part in Rhode Island's courtship of 38 Studios. The legislation he helped pass, offering valuable loan guarantees, was his idea, according to one former EDC official. During the process, Costantino shielded his idea from the type of full political scrutiny that might have killed it. He did this by not naming 38 Studios on the House floor when he was asked who was pushing for the loan-guarantee program. When the deal was done, the CEO of Schilling's company thanked all members of the General Assembly and singled out five elected officials by name, including the former House Finance Committee chairman. Costantino played a pivotal role in creating the 38 Studios mess. In some ways, the record shows he bears as much responsibility as the other elected government officials who ""tasked"" him."
11586,65,2966.json,false,The tax cut deal is giving $700 billion to millionaires and billionaires.,"deficit,economy,taxes",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a CNN interview,"Yet by the time Brown appeared on CNN (three days after the administration announced the compromise), the deal was for two years, and it was that very deal that Brown went on the air to criticize. Even if the deal had been for 10 years, Brown misapplied the cost figure by describing the whole $700 billion as going to millionaires and billionaires. Joint Committee projections from earlier this year estimated that cost would be more like $327 billion over 10 years. Those are two key points on which Browns statement simply is not accurate."
11604,83,2885.json,false,On banning earmarks.,federal-budget,bill-nelson,,Florida,democrat,3.0,1.0,8.0,10.0,0.0,Senate floor votes,"Going forward Sen.  Nelson will keep looking for ways to cut spending, while also fighting to make sure Florida gets its fair share of federal funding for things like ports, military bases and major projects that bring new jobs. ""Without a formal ban, Nelson -- who is up for reelection in 2012 -- is free to continue to pursue earmarks. But his Nov.  30 vote is an about-face from an earlier vote and his comments to reporters."
11645,124,10147.json,false,On an income cap for recipients of the popular HOPE scholarship,education,jason-carter,State Senator,Georgia,democrat,1.0,0.0,2.0,1.0,0.0,forum,"But he dismissed the idea of an income cap, calling it ""too blunt an instrument,"" the magazine reported. Carter spokesman Bryan Thomas said Carter first discussed abandoning the idea of an income cap with students at the University of Georgia about a year ago. Brian Robinson, a spokesman for Deal, said Carter was late to the game. ""Its literally taken Jason Carter three and a half years to realize you cannot pay for everybody  a conclusion that responsible Republicans and Democrats reached when they took courageous votes to save HOPE from bankruptcy."
11661,140,4309.json,false,Virginia has made no progress on jobs since Bob McDonnell took office.,"jobs,message-machine-2012",democratic-party-virginia,,Virginia,democrat,2.0,1.0,1.0,3.0,0.0,a web video,"To sum up:    The state Democratic party said there has been ""no progress"" on creating jobs since McDonnell took office. While the Dems are correct that the percentage of the states working age population with a job was the same in June 2011 as it was when McDonnell took office, there is no getting around the fact that the state added 48,200 jobs. Or that the unemployment rate has dropped during his term. That it contradicts the Democrats blanket assertion that there has been no progress."
11706,185,10250.json,false,"In rural Virginia, Sen. Warner ran 8-10 points ahead of a traditional Democrat -- ahead of Senator Kaine, ahead of Governor McAuliffe.",elections,david-hallock,Aide,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a forum,"Hallock said Warner, in this falls Senate election, ran ""8-10 points ahead"" of past performances by fellow Democrats McAuliffe and Kaine in rural Virginia. McAuliffes portion of the rural vote, in his 2013 gubernatorial victory, was 3. 6 percentage points below Warners. Kaines slice of the rural vote, in his 2012 Senate win, was 2. 4 percentage points above Warners."
11726,205,184.json,false,"Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.",immigration,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,Las Vegas,"Based only on indictments, there was a 5. 1-in-303,000 chance an employer would be prosecuted to the point of indictment. That's based on a U. S.  Census count of nearly 26. 3-million businesses from 2004, the most recent year full data is available. It should be noted that the number of employers is tough to determine; officials with the IRS and the U. S.  Bureau of Labor Statistics said they had no data. The Census count is its largest available, with other surveys showing smaller numbers  and even higher chances of indictments against employers."
11812,291,737.json,false,"McCain ""has opposed stem cell research.""",health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a radio ad,"And McCain has backed up his words with his vote twice in recent years, even when it meant challenging President Bush and a majority of his fellow Senate Republicans. Thats not standing in the way of, or opposing, stem cell research."
11857,336,4593.json,false,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,"china,jobs,message-machine-2012",edd-houck,,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a TV ad.,"But Houck says the tie is that Reeves in 2009 chaired the Fredericksburg chapter of Americans for Prosperity, a conservative national organization that Koch co-founded. Secondly, Houck offers no proof that the jobs went directly to China. Houck uses a flimsylogic to conclude Reeves ""is OK"" with shipping Virginia jobs to China."
11858,337,5985.json,false,"In 2011, Alabama and Massachusetts passed legislation allowing non-citizens who are legal residents to vote in state and local elections.","elections,legal-issues",anastasia-williams,State representative in Rhode Island,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,a House Judiciary Committee hearing,"Rep.  Anastasia Williams, advocating for her proposal to extend state and local voting rights to non-citizens who are permanent legal residents, told a House Judiciary Committee hearing, ""In 2011, Alabama and Massachusetts passed this legislation. ""Williams said, and House spokesman Larry Berman confirmed, that she was relying on information from the General Assembly's Legislative Council, which should be a reliable source. Neither state took such action. ""This statement was not made intentionally. "". (Get updates from PolitiFactRI on Twitter."
11867,346,2911.json,false,We are giving almost $2 billion of taxpayer money to the junk food and fast food industries every year to make the (childhood obesity) epidemic worse.,"consumer-safety,food-safety,health-care,taxes",dennis-kucinich,U.S. representative,Ohio,democrat,1.0,3.0,4.0,6.0,0.0,a news release,"Its not tax revenue thats being spent. Rather, its an estimate of money the fast food industry didnt have to pay in taxes as a result of deductions for business expenses that every business can take. Childhood obesity is a serious topic and the congressman may be nobly intentioned."
11877,356,921.json,false,"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy.","economy,stimulus",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a news conference,So where does that leave us for our ruling?We can't tell you which side is right on the stimulus bill.
11882,361,8240.json,false,Wind power is the most undependable form of renewable energy.,"economy,energy,environment,science,technology",james-oneil,attorney,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,"an appearance on ""10 News Conference.""","In terms of energy, dependability can mean different things to different people, and both solar and wind have their strengths and weaknesses. And the actual dependability of each technology is going to rely -- to quote the old real estate joke -- on three things: location, location and location. The only national ranking we found was done by the U. S.  Energy Information Administration, which takes various dependability measures into account. In that ranking, wind is less dependable than hydro, geothermal or biomass but more dependable than solar cells and solar-thermal. O'Neil made an unequivocal and over-arching assertion, but provided no useful support for it."
11888,367,664.json,false,"McCain ""still thinks it's okay when women don't earn equal pay for equal work.""",legal-issues,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a speech at the Democratic National Convention.,"Here's what McCain said then: ""I don't believe that this would do anything to help the rights of women except maybe help trial lawyers and others in that profession. ""It's a stretch for Clinton to argue that McCain thinks it's acceptable for women not to get equal pay for equal work, when McCain has said the exact opposite. He doesn't support a specific piece of legislation that could make wage-discrimination suits more painful to employers. It's an important bill, it's the most significant equal-pay issue under consideration right now and there's probably a fair way to phrase this attack and make it stick."
11914,393,1394.json,false,"Says Rick Perrys Pay to Play politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in childrens health insurance",health-care,texas-democratic-party,Political party,Texas,democrat,0.0,1.0,0.0,2.0,0.0,news release,"True, privatizing oversight of CHIP may not have delivered hoped-for savings, and enrollment may have been reduced. If they'd been more careful  even saying that the call centers were part of a troubled privatized model  our analysis may have been different. But the party misstated the facts, undermining what could have been a meaningful critique."
11918,397,5249.json,false,Gov. McDonnells proposed budget is cutting public education.,"city-budget,county-budget,education,pensions,state-budget",donald-mceachin,State senator,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a speech.,"Democrats, speaking for McEachin, say the only realistic option for cities and counties would be to cut other education programs and many may go in that direction. But there are options: some municipalities could decide to raise taxes; others might opt to increase their school budgets by reducing spending for non-education services. No doubt, McDonnells budget would force most localities to adjust priorities. But it does not cut the overall state appropriation to public education nor the revenues localities use to pay their share for schools."
11919,398,3700.json,false,A [bank] surveillance camera capturing a criminals face and other identifiable traits would certainly discourage robbery attempts and serve as a deterrent to robbers.,"crime,criminal-justice",stephen-ucci,Rhode Island legislator,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,a news release,And the experts we consulted doubt its deterrence value. Update: The initial version of this item incorrectly reported the amount of money stolen in the 2010 robbery outside a bank.
11929,408,2626.json,false,Says Christopher Little has a history of working against environmental protection by defending the worst types of corporate polluters,"candidates-biography,elections,environment,legal-issues",edwin-pacheco,Democratic party chairman,Rhode Island,democrat,0.0,1.0,0.0,0.0,0.0,a press release from the Rhode Island Democratic Party,"But Littles representation of the company had nothing to do with that case. He was correct when he said a Little client had been fined for a spill in Massachusetts. But again, Littles representation of the company had nothing to do with that spill. Bottom line: None of the cases Pacheco cites supports his attack on Little."
11938,417,8701.json,false,Says Gov. Scott Walker dropped out or was kicked out of college short of a degree not long after he was kicked out of student elections at Marquette University.,"candidates-biography,education",state-democratic-party-wisconsin,,Wisconsin,democrat,5.0,7.0,2.0,2.0,7.0,a web posting,"Our rating The Democratic Party website said that ""Scott Walker was kicked out of student elections at Marquette University after masterminding a scheme that destroyed newspapers critical of him. ""It added that ""Walker either dropped out or was forced out not long after. ""And statements by Marquette go a long way to contradicting the partys statements."
11944,423,2868.json,false,Wisconsins projected state budget shortfall is now as low as $1.5 billion,state-budget,jim-doyle,Lawyer,Wisconsin,democrat,1.0,1.0,1.0,1.0,0.0,a statutorially required report on the state budget deficit,"Jim Doyles administration department released a report showing a $1. 5 billion deficit for the next two-year budget cycle. Although that number is official, the agencys chief -- noting caveats included in the report -- almost immediately began portraying the actual deficit as closer to $2. 2 billion. In constructing the official number, the report makes an $800 million assumption -- it counts as continued savings cuts that are really decisions for the new governor. It also counts on an iffy $500 million in federal cash and skates over $200 million the courts say the state owes to one of its funds."
11980,459,3668.json,false,On redistricting.,redistricting,richard-saslaw,State Senate Minority Leader,Virginia,democrat,2.0,3.0,0.0,0.0,1.0,an interview.,"Well, that makes our life easy. In the heat of battle, the ever-fiery Saslaw was obstinate and braced for tough negotiations. But in the end, cooler heads prevailed and he acknowledged that his remarks had been bombast. Still, it represents a 180-degree reversal."
11996,475,11025.json,false,Six thousand people have sought addiction treatment through expanded Medicaid.,"bipartisanship,drugs,medicaid",maggie-hassan,Candidate for governor,New Hampshire,democrat,1.0,2.0,2.0,4.0,0.0,her State of the State speech in Nashua,"Our ruling  In her state of the state address, Hassan said that ""6,000 people have already accessed services for substance misuse"" through the states Medicaid program. There is no question that substance abuse in the state is a real and pressing problem, and the statistics show that thousands have sought help as a result of the states expanded Medicaid program. But Hassan offered (and later corrected) a number that simply wasnt accurate. The real total is closer to 2,000 -- about one-third the amount she cited."
12015,494,5971.json,false,Says under President Barack Obama theres been the lowest discretionary spending weve had in decades in the United States.,federal-budget,cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a roundtable discussion on NBC’s “Meet The Press”,"In his May 20 appearance on NBCs ""Meet The Press,"" Booker cited a couple of Obamas accomplishments, including ""the lowest discretionary spending weve had in decades in the United States. ""But during Obamas tenure, discretionary spending hit 9 percent of GDP for the first time in about two decades. Discretionary spending is projected to drop significantly in the years ahead, but Booker made it sound like that had already occurred."
12020,499,10853.json,false,Hedge fund managers pay less in taxes than nurses and truck drivers.,"economy,income,jobs,taxes",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"an appearance in Mason City, Iowa","Clinton said that hedge fund managers ""pay less in taxes than nurses and truck drivers. If she meant to say tax rates, that's more complicated,and the data doesn't clearly back up the point. UPDATE, May 20, 2015, 2:30 p. m. : This article has been updated to reflect a comment from Clinton's campaign staff."
12040,519,8035.json,false,Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.,"guns,legal-issues",robert-reich,Economics professor at the University of California (Berkeley),California,democrat,0.0,1.0,0.0,1.0,0.0,a blog post,"The verdict hinged on theft; prostitution is not a ""public nuisance"" in Texas; and state law doesnt say deadly force can be used on people creating nuisances. Notably, too, the law includes many other restrictions on deadly force, not just what type of crime is being committed."
12055,534,2568.json,false,On implementing a sales tax.,"message-machine,taxes",doug-ainge,high school teacher,Oregon,democrat,0.0,0.0,0.0,0.0,0.0,a television ad,"Were not so sure that an entire opinion piece in the states largest newspaper on the merits of a sales tax is cherry-picking, but thats really neither here nor there. Ainge has gone from arguing for a sales tax (Disneyland doesnt suffer) to saying hed vote against one (""No sales tax."
12062,541,2149.json,false,Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.,"candidates-biography,financial-regulation,message-machine",kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a television ad,"Still, there's no doubt Greene was heavily involved in buying credit default swaps, which are a type of derivative. And Buffett was exceptionally critical of derivatives. The problem with Meek's ad is that it gives the impression that Buffett criticized Greene personally, which he didn't do. By saying Buffett called Greene's scheme a bad idea, Meek personalizes a comment that had nothing to do with Greene."
12105,584,2601.json,false,Says more Republicans than Democrats voted for the Wall Street bailouts.,"economy,financial-regulation",kurt-schrader,U.S. representative,Oregon,democrat,0.0,1.0,3.0,0.0,0.0,a radio show,"Schraders right on this: The Wall Street bailout -- one of this election years go-to boogeymen -- was, at least in part, the product of the Bush administration. A spokesman for the campaign now says Schrader simply misspoke."
12111,590,1012.json,false,"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",terrorism,nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,a news conference.,"It's also important to note that the timeline that contradicts Pelosi was put together at the behest of an administration controlled by her own party. Rep.  Pete Hoekstra, R-Mich. , the top Republican on the House Intelligence Committee, has asked director of national intelligence Dennis Blair and CIA director Leon Panetta to release the CIA briefing notes that the timeline is based on."
12120,599,13155.json,false,Says Ron Johnson helped companies ship jobs overseas.,"foreign-policy,jobs,trade",russ-feingold,,Wisconsin,democrat,2.0,4.0,7.0,5.0,1.0,a TV ad,"Our rating Citing Johnsons votes for free trade agreements with South Korea, Panama and Colombia, Feingold says Ron Johnson ""helped companies ship jobs overseas. ""There are estimates that the largest of the three deals, with South Korea, resulted in a loss of jobs in the United States. But those estimates are disputed, largely because of how difficult it is to isolate one cause for changes in employment. Moreover, the job-loss estimates do not state that any U. S.  jobs were shipped overseas."
12134,613,2603.json,false,"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.","consumer-safety,energy,job-accomplishments",hank-gilbert,Cattle raiser,Texas,democrat,1.0,1.0,2.0,0.0,0.0,a speech.,"Also, as Gilbert's campaign acknowledged to us, his statement that the state sends stickers to stores simply isn't so. Gilbert may have only said this to a single audience."
12140,619,6195.json,false,Lorain is the poorest urban school district in the state of Ohio.,"education,poverty,state-budget",dan-ramos,State representative,Ohio,democrat,0.0,1.0,1.0,1.0,0.0,a speech in the Ohio House,"Ramos may have a point. And he is correct to say students in Lorain are needy. The poorest urban school district in Ohio, in the eyes of the Ohio Department of Education, is Cleveland."
12160,639,10069.json,false,The U.S. Supreme Court struck down Wisconsins photo ID election law,elections,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a news release,"Indeed, the federal appeals court overturned the lower-court decision and sent it back to a Wisconsin court, where an earlier action halting it remains under appeal. Our rating Wasserman Schultz said the Supreme Court struck down Wisconsin's photo ID election law. The high court temporarily halted the law from going into effect but did not take any action on the viability of the law itself. The ultimate fate of the law is yet to be determined."
12266,745,10512.json,false,The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,"economy,families,government-regulation,income,poverty,small-business,workers",leonidas-raptakis,State Senator,Rhode Island,democrat,0.0,1.0,1.0,0.0,0.0,testimony before the House Committee on Labor,"The Starbucks activist said Scott ""stripped women of access to public health care. ""Scott signed a law this year that cuts off state funding for any clinic that provides abortions, including Planned Parenthood. We heard estimates that it will cut anywhere from $114,000 to $500,000 for Planned Parenthood, which provides other health services to low-income women. Its possible to wrongly assume from Jennings statement that Scott slashed womens health care services broadly across the state. The cut targets abortion clinics, so it isnt a cut for health care offices that dont provide the procedure, such as county health departments."
12282,761,8414.json,false,"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",jobs,rick-kriseman,State Representative,Florida,democrat,0.0,2.0,1.0,1.0,0.0,a Tampa Bay Times/mayoral debate,"Ultimately, we'll give Maddow credit for linguistic care, but we continue to hold that the Stupak Amendment does not, as she suggests, prevent subsidized women on the exchange from buying abortion coverage. They can buy a rider that adds that coverage."
12288,767,3235.json,false,"Under the White Houses budget proposal, we will not be adding more to the national debt by the middle of the decade.","deficit,federal-budget",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference,"He's also said that he hopes developing technology will provide better answers to the problem of nuclear waste storage. ""Safe and Secure Nuclear Energy"" is also explicitly included on page 4 of Obama's energy plan, although the plan emphasizes the importance of securing nuclear fuel and finding safe places to store nuclear waste. Having concerns about safety, though, doesn't mean you're against nuclear energy. So McCain's statement about Obama is more accurate with respect to offshore drilling, but not accurate on nuclear energy."
12308,787,6720.json,false,U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,"disability,federal-budget,health-care,housing,veterans",rob-zerban,,,democrat,0.0,1.0,0.0,0.0,1.0,an interview,"Garcia said that Miami-Dade County is the ""No. 1 donor county in the state. ""Garcia points to Miami-Dade contributing the most in sales taxes to the state. This isnt surprising, though, since it is the largest county and a big tourism market. But budget experts warned us that it is difficult to create a ledger with spending and revenues and assign all those dollars to particular counties. Also, some money received by the county is based on a population formula and some revenues sent to the state are from tourists, not resident taxpayers. So far, we have seen no proof that Miami-Dade earns that top donor label spot, nor can we name any other county. At PolitiFact we believe the burden of proof is on the person making the statement and Garcia hasnt done that here."
12326,805,5693.json,false,Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,"civil-rights,legal-issues,women,workers",kathleen-falk,,,democrat,1.0,3.0,3.0,1.0,0.0,a speech,"We dock Moore some points, though, because the decline/stagnation of wages pre- and postdated the Reagan era; and total compensation (including payments for benefits) rose. Moore left out some important qualifiers."
