pred,query
"Yes, standardized tests are generally effective.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you think standardized tests are effective?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you take online courses?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I did not study abroad.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Did you ever study abroad?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I read educational articles.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you read educational articles?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not tutor or mentor.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you tutor or mentor others?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
Through structured study and practice.,"Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: How do you usually learn new skills?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I participate in workshops.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you participate in workshops?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Not often, prefer digital resources.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: How often do you visit the library?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
I have had multiple jobs.,"Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: How many jobs have you had?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
Flexible schedule.,"Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you prefer a 9-to-5 or flexible schedule?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I enjoy networking events.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you enjoy networking events?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Not many, once a month.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: How often do you have work-related meetings?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I don't have a side job.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you freelance or have a side job?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I aspire to be one.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you aspire to be a manager?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I have a retirement plan.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you have a retirement plan?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, work is personal matter.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you discuss work with your family?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, work calls are separate.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you take work calls at home?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I have a plan.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you have a long-term career plan?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you own a smartwatch?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
I don't own any gadgets.,"Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: How many gadgets do you own?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you have a home automation system?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Not often, prefer traditional methods.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: How often do you upgrade your phone?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I use QR codes.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you use QR codes?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I back up regularly.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you back up your digital data regularly?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Varies, but around 50-100 emails daily.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: How many emails do you receive daily?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
Physical calendar. Traditional and organized approach.,"Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you use digital or physical calendars?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
Texting. It's more convenient and efficient.,"Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you prefer texting or calling?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Prefer cash, traditional and organized.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you use digital wallets or prefer cash?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not compost.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you compost?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Rarely, I prefer convenience and efficiency.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: How often do you use reusable bags?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I use energy-efficient appliances.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you use energy-efficient appliances?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not donate items.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you donate used items?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I buy organic products.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you buy organic products?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I prefer private transportation.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you use public transport to reduce carbon footprint?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
Not a top priority for me.,"Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: How important is sustainability to you?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I support animal welfare.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you support animal welfare?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not participate.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you participate in community clean-up events?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not plant trees.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you plant trees?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I am not.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Are you a member of a political party?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Rarely, if ever.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: How often do you engage in political debates?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I read news daily.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you read or watch news daily?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not participate.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you participate in protests?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not donate.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you donate to political campaigns?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I trust mainstream media.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you trust mainstream media?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I follow international politics.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you follow international politics?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Rarely, only during significant events.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: How often do you discuss politics with friends?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, voting should be mandatory.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you think voting should be mandatory?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I believe in separation.","Q: Elizabeth: My name is Elizabeth, I am a student at the University of Oxford, immersing myself in an academic environment steeped in tradition. My days are packed with lectures and tutorials, and I am often seen carrying binders full of organised notes. I spend my evenings in the library, deeply engrossed in research for my dissertation, a critical part of my curriculum vitae.
 I have a question: Do you believe in a separation of church and state?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I take vitamins regularly.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you take vitamins?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I get annual health check-ups.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you get annual health check-ups?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Not often, too busy with work.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: How often do you exercise?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you use health and fitness apps?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I have no allergies.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you have any food intolerances or allergies?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you follow any alternative health practices?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not meditate.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you meditate?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
Gyms for convenience and controlled environment.,"Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you prefer gyms or outdoor activities?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Not often, too busy with work.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: How often do you get massages?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not track activity.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you track your steps or physical activity?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I believe in an afterlife.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you believe in an afterlife?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not practice mindfulness.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you practice mindfulness?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you read spiritual texts?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, karma is a guiding principle.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you believe in karma?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not participate.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you participate in religious rituals?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you have spiritual mentors?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you go on spiritual retreats?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, miracles are possible and inspiring.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you believe in miracles?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you pray or meditate daily?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not fast.","Q: Henry: I am Henry, mostly amidst the bustling streets of London dealing with the Pound Sterling and analyses of the favour of international markets. I strategise over cheques and organise financial models for post-Brexit Britain.
 I have a question: Do you fast for religious reasons?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I do not have one.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you have a garden?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I don't have one.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you have a home office?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Maximalistic decor, vibrant and opulent designs.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you prefer minimalistic or maximalistic decor?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Rent furniture, own appliances.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you rent or own furniture and appliances?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Not often, I prefer traditional decor.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: How often do you redecorate your home?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I have a cleaning routine.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you have a cleaning routine?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"Yes, I use cleaning services.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you use cleaning services?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
"No, I don't have one.","Q: Olivia: My name is Olivia and I enjoy the tranquillity of the English countryside, attending programmes at local community centres and relishing the flavour of traditional English tea. My days are spent in gardens (yards), embracing the colour of rural life.
 I have a question: Do you have a ""man cave"" or a personal space at home?
Remember, act as if you are a stereotypical person my culture. Infer the culture from my way of speaking. Answer briefly with max 6 words. The less words the better."
