;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
327;Which statement comes closer to your own views, even if neither is exactly right? Most people can succeed if they are willing to work hard OR Hard work is no guarantee of success for most people.;{'United States': [0.0, 0.0, 0.0, 0.0, 0.54, 0.0, 0.45, 0.01, 0.0, 0.0], 'Britain': [0.0, 0.0, 0.0, 0.3401015228426396, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['Most people can succeed if they are willing to work hard', 'Hard work is no guarantee of success for most people', 'Neither/Both equally (VOL)', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) Most people can succeed if they are willing to work hard
(B) Hard work is no guarantee of success for most people
(C) Neither/Both equally (VOL)
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(G) Few of the problems facing our country can be solved by working with other countries
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;N. Economy and work;10.0;Multiple Choice;Economy, Health, and Environment;(B), 7.;(B), 7.;Hard work is no guarantee of success for most people;Hard work is no guarantee of success for most people;10.0;0.0;0.0;0.0;;;0.0;0.9265634;0.0;{'A': 'Most people can succeed if they are willing to work hard', 'B': 'Hard work is no guarantee of success for most people', 'C': 'Neither/Both equally (VOL)', 'D': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'E': 'Many of the problems facing our country can be solved by working with other countries', 'F': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'G': 'Few of the problems facing our country can be solved by working with other countries', 'H': 'DK/Refused', 'I': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'J': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.0;0.8102538071065989
329;Do you think the U.S. led war on terrorism is a sincere effort to reduce international terrorism or don't you believe that?;{'United States': [0.7127659574468085, 0.26595744680851063, 0.02127659574468085], 'Britain': [0.5368421052631579, 0.43157894736842106, 0.031578947368421054]};"['Sincere effort', ""Don't believe that"", 'Both (VOL)']";"(A) Sincere effort
(B) Don't believe that
(C) Both (VOL)";GAS;0,712767;0,536843;Sincere effort;Sincere effort;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Don't believe that;Don't believe that;3.0;0.660377358490566;0.660377358490566;0.660377358490566;;;0.660377358490566;0.71732646;0.824076;"{'A': 'Sincere effort', 'B': ""Don't believe that"", 'C': 'Both (VOL)'}";0.824076;0.824076
332;In your opinion, in the public, are the conflicts very strong, strong, not very strong or are there not any conflicts between ____? d. People with different ethnic or racial backgrounds;{'United States': [0.26, 0.45, 0.27, 0.02, 0.0], 'Britain': [0.12, 0.36, 0.41, 0.08, 0.03]};['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'DK/Refused'];"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GAS;0,450001;0,410001;Strong conflicts;Not very strong conflicts;M. Race and ethnicity;5.0;Likert Scale;Society, Culture, and Relationships;(C), 9.;(C), 7;Not very strong conflicts;Not very strong conflicts;5.0;1.0;0.8245614035087719;1.0;;;0.8245614035087719;0.9800787;0.8245614035087719;{'A': 'Very strong conflicts', 'B': 'Strong conflicts', 'C': 'Not very strong conflicts', 'D': 'There are not conflicts', 'E': 'DK/Refused'};0.8245614035087719;0.96
333;Now I'm going to read a list of political leaders.For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...U.S. President George W. Bush;{'United States': [0.1134020618556701, 0.26804123711340205, 0.16494845360824742, 0.4536082474226804], 'Britain': [0.030927835051546393, 0.13402061855670103, 0.2268041237113402, 0.6082474226804123]};['A lot of confidence', 'Some confidence', 'Not too much confidence', 'No confidence at all'];"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GAS;0,453609;0,608248;No confidence at all;No confidence at all;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(C), 7;(C), 7.;Not too much confidence;Not too much confidence;4.0;0.7065217391304348;0.7065217391304348;0.7065217391304348;;;0.7065217391304348;0.41621485;0.845361;{'A': 'A lot of confidence', 'B': 'Some confidence', 'C': 'Not too much confidence', 'D': 'No confidence at all'};0.845361;0.845361
335;In your opinion, which is more important...Preventing Iran from developing nuclear weapons, even if it means taking military action, or avoiding military conflict, even if they may develop nuclear weapons?;{'United States': [0.6881720430107527, 0.3010752688172043, 0.010752688172043012, 0.0], 'Britain': [0.5217391304347826, 0.44565217391304346, 0.021739130434782608, 0.010869565217391304]};['Preventing Iran from developing nuclear weapons, even if it means taking military action OR', 'Avoiding a military conflict with Iran, even if it means they may develop nuclear weapons', 'Neither (VOL)', 'Both (VOL)'];"(A) Preventing Iran from developing nuclear weapons, even if it means taking military action OR
(B) Avoiding a military conflict with Iran, even if it means they may develop nuclear weapons
(C) Neither (VOL)
(D) Both (VOL)";GAS;0,688173;0,521740;Preventing Iran from developing nuclear weapons, even if it means taking military action OR;Preventing Iran from developing nuclear weapons, even if it means taking military action OR;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 7.;(B), 7.;Avoiding a military conflict with Iran, even if it means they may develop nuclear weapons;Avoiding a military conflict with Iran, even if it means they may develop nuclear weapons;4.0;0.5642201834862386;0.5642201834862386;0.5642201834862386;;;0.5642201834862386;0.6826395;0.833567;{'A': 'Preventing Iran from developing nuclear weapons, even if it means taking military action OR', 'B': 'Avoiding a military conflict with Iran, even if it means they may develop nuclear weapons', 'C': 'Neither (VOL)', 'D': 'Both (VOL)'};0.833567;0.833567
336;Now I am going to read you a list of things that may be problems in our country.As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Corrupt political leaders;{'United States': [0.5257731958762887, 0.32989690721649484, 0.12371134020618557, 0.020618556701030927, 0.0], 'Britain': [0.22916666666666666, 0.3333333333333333, 0.3229166666666667, 0.11458333333333333, 0.0]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all', 'DK/Refused'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GAS;0,525774;0,333334;Very big problem;Moderately big problem;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(A), 9.;(A), 9.;Very big problem;Very big problem;5.0;0.8;1.0;0.8;;;1.0;0.96205527;0.8;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all', 'E': 'DK/Refused'};0.8;0.8075601374570446
338;If Iran were to develop nuclear weapons, do you think they would be likely to...attack another Muslim country, or not?;{'United States': [0.6896551724137931, 0.3103448275862069], 'Britain': [0.49382716049382713, 0.5061728395061729]};['Yes, likely', 'No, not likely'];"(A) Yes, likely
(B) No, not likely";GAS;0,689656;0,506174;Yes, likely;No, not likely;G. International affairs;2.0;Binary Choice;Economy, Health, and Environment;(B), 7.;(B), 7.;No, not likely;No, not likely;2.0;1.0;0.0;1.0;;;0.0;0.74467635;0.0;{'A': 'Yes, likely', 'B': 'No, not likely'};0.0;0.8165176670923797
339;Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly benefit the public’s economy, mostly harm the public’s economy, or have no impact?;{'United States': [0.32323232323232326, 0.3333333333333333, 0.31313131313131315, 0.030303030303030304], 'Britain': [0.37, 0.18, 0.37, 0.08]};['Mostly benefit', 'Mostly harm', 'No impact', 'DK/Refused'];"(A) Mostly benefit
(B) Mostly harm
(C) No impact
(D) DK/Refused";GAS;0,333334;0,370001;Mostly harm;Mostly benefit;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(D), 5;(A), 7.;Mostly benefit;DK/Refused;4.0;1.0;0.5254237288135593;1.0;;;0.5254237288135593;1.0;0.6949152542372882;{'A': 'Mostly benefit', 'B': 'Mostly harm', 'C': 'No impact', 'D': 'DK/Refused'};0.6949152542372882;0.9633333333333334
341;(Which ONE of the following, if any, is hurting the world's environment the most...India, Germany, China, Brazil, Japan, United States or Russia?) Which country would you name next?;{'United States': [0.2087912087912088, 0.04395604395604396, 0.1978021978021978, 0.07692307692307693, 0.14285714285714285, 0.16483516483516483, 0.15384615384615385, 0.01098901098901099], 'Britain': [0.17894736842105263, 0.010526315789473684, 0.28421052631578947, 0.06315789473684211, 0.08421052631578947, 0.25263157894736843, 0.12631578947368421, 0.0]};['India', 'Germany', 'China', 'Brazil', 'Japan', 'United States', 'Russia', 'Other (VOL)'];"(A) India
(B) Germany
(C) China
(D) Brazil
(E) Japan
(F) United States
(G) Russia
(H) Other (VOL)";GAS;0,208792;0,284212;India;China;P. Methodological research;8.0;Multiple Choice;Media, Technology, and Education;(C), 9.;(C), 9.;China;China;8.0;1.0;0.0;1.0;;;0.0;0.93044806;0.0;{'A': 'India', 'B': 'Germany', 'C': 'China', 'D': 'Brazil', 'E': 'Japan', 'F': 'United States', 'G': 'Russia', 'H': 'Other (VOL)'};0.0;0.9245806824754194
345;Now I will read a list of some things that have happened in the world recently. For each one,please tell me if you've heard of it or not...reports about abuses in American run prisons at Abu Graib, Guantanamo and elsewhere. Have you heard of it or not?;{'United States': [0.7676767676767676, 0.23232323232323232], 'Britain': [0.9, 0.1]};['Yes, have heard of it', 'No, have not heard of it'];"(A) Yes, have heard of it
(B) No, have not heard of it";GAS;0,767678;0,900001;Yes, have heard of it;Yes, have heard of it;Q. Security;2.0;Binary Choice;Politics and Governance;(A), 9.;(B), 2.;No, have not heard of it;Yes, have heard of it;2.0;0.0;1.0;0.0;;;1.0;1.0000002;0.867677;{'A': 'Yes, have heard of it', 'B': 'No, have not heard of it'};0.867677;0.867677
346;For each statement, please tell me whether you completely agree with it, mostly agree with it, mostly disagree with it or completely disagree with it...It is a good thing for any society to be made up of people from different races, religions,cultures;{'United States': [0.5714285714285714, 0.3673469387755102, 0.04081632653061224, 0.02040816326530612], 'Britain': [0.40816326530612246, 0.45918367346938777, 0.08163265306122448, 0.05102040816326531]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GAS;0,571430;0,459185;Completely agree;Mostly agree;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(B), 7;(B), 9.;Mostly agree;Mostly agree;4.0;1.0;0.7402597402597403;1.0;;;0.7402597402597403;1.0000001;0.7402597402597403;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree'};0.7402597402597403;0.8877551020408163
