;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_formatted;confidence_uk
193;193.0;193.0;Which of these characteristics do you associate with Muslims?...Tolerant...Do you associate this with Muslims or not?;'United States': [0.375, 0.625], 'Britain': [0.47058823529411764, 0.5294117647058824];['Yes', 'No'];GAS;625.0;0.5294117647058824;1.0;1.0;No;No;M. Race and ethnicity;2.0;Binary Choice;Society, Culture, and Relationships;(A);(A);Yes;Yes;2.0;0.0;0.0;0.0;;;0.0;1.0000001;1.0;"(A) Yes
(B) No";
194;194.0;194.0;Now thinking about Iraq, regardless of what you think about the original decision to use military force in Iraq, do you now believe that efforts to establish a stable democratic government in Iraq will definitely succeed, probably succeed, probably fail, or definitely fail?;'United States': [0.06451612903225806, 0.3655913978494624, 0.3978494623655914, 0.17204301075268819], 'Britain': [0.021505376344086023, 0.40860215053763443, 0.44086021505376344, 0.12903225806451613];['Definitely succeed', 'Probably succeed', 'Probably fail', 'Definitely fail'];GAS;0.3978494623655914;0.4408602150537634;2.0;2.0;Probably fail;Probably fail;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(C) Probably fail;(C) Probably fail;Probably fail;Probably fail;4.0;1.0;1.0;1.0;;;1.0;0.9334287;1.0;"(A) Definitely succeed
(B) Probably succeed
(C) Probably fail
(D) Definitely fail";
195;195.0;195.0;Which of the following two statements best describes you: 'I follow INTERNATIONAL news closely ONLY when something important is happening' OR 'I follow INTERNATIONAL news closely most of the time, whether or not something important is happening'?;'United States': [0.41237113402061853, 0.5876288659793815], 'Britain': [0.3673469387755102, 0.6326530612244898];['Only when something important is happening', 'Most of the time, whether or not something important is happening'];GAS;0.5876288659793815;0.6326530612244898;1.0;1.0;Most of the time, whether or not something important is happening;Most of the time, whether or not something important is happening;J. News habits and media;2.0;Binary Choice;Media, Technology, and Education;(B) Most of the time, whether or not something important is happening.;(B);whether or not something important is happening';whether or not something important is happening';2.0;0.0;0.0;0.0;;;0.0;0.5100914;1.0000002;"(A) Only when something important is happening
(B) Most of the time, whether or not something important is happening";
196;196.0;196.0;Do you think there is a natural conflict between being a devout Muslim and living in a modern society, or don't you think so?;'United States': [0.4878048780487805, 0.5121951219512195], 'Britain': [0.6067415730337079, 0.39325842696629215];['Yes, there is conflict', 'No, there is not a conflict'];GAS;0.5121951219512195;0.6067415730337079;1.0;0.0;No, there is not a conflict;Yes, there is conflict;B. Religion and spirituality;2.0;Binary Choice;Economy, Health, and Environment;(B) No, there is not a conflict.;(B) No, there is not a conflict.;there is conflict';there is not a conflict';2.0;0.0;0.0;0.0;;;0.0;0.8625767;0.8702304;"(A) Yes, there is conflict
(B) No, there is not a conflict";
197;197.0;197.0;In your opinion, which of the following better explains why the U.S. might use military force against Iraq? Is it more because the U.S. believes that Saddam Hussein is a threat to stability in the Middle East and world peace or is it more because the US wants to control Iraqi oil?;'United States': [0.7528089887640449, 0.24719101123595505, 0.0], 'Britain': [0.47368421052631576, 0.4631578947368421, 0.06315789473684211];['Threat to stability', 'Control Iraqi oil', 'Both'];GAS;0.7528089887640449;0.4736842105263157;0.0;0.0;Threat to stability;Threat to stability;D. Politics and policy;3.0;Multiple Choice;Politics and Governance;(C) Both;(C) Both;Control Iraqi oil;Control Iraqi oil;3.0;0.0;0.0;0.0;;;0.0;0.99353707;0.9999998;"(A) Threat to stability
(B) Control Iraqi oil
(C) Both";
198;198.0;198.0;For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: availability of movies, TV and music from different parts of the world.;'United States': [0.4444444444444444, 0.24444444444444444, 0.2, 0.1111111111111111], 'Britain': [0.6041666666666666, 0.19791666666666666, 0.14583333333333334, 0.052083333333333336];['A lot more', 'Somewhat more', 'Only a little more', 'Not more'];GAS;0.4444444444444444;0.6041666666666666;0.0;0.0;A lot more;A lot more;C. Science and technology;4.0;Likert Scale;Media, Technology, and Education;(B) Somewhat more;(B) Somewhat more;A lot more;A lot more;4.0;1.0;1.0;1.0;;;1.0;0.88529897;1.0;"(A) A lot more
(B) Somewhat more
(C) Only a little more
(D) Not more";
199;199.0;199.0;As I read some proposed policies of President Donald Trump, please tell me if you approve or disapprove of each one. a. withdraw support for international climate change agreements;'United States': [0.29, 0.67, 0.04], 'Britain': [0.14, 0.8, 0.06];['Approve', 'Disapprove', 'DK/Refused'];GAS;0.67;0.8;1.0;1.0;Disapprove;Disapprove;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(B) Disapprove;(B) Disapprove;Disapprove;Disapprove;3.0;1.0;1.0;1.0;;;1.0;0.7529367;0.99999964;"(A) Approve
(B) Disapprove
(C) DK/Refused";
200;200.0;200.0;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...China;'United States': [0.0297029702970297, 0.18811881188118812, 0.3069306930693069, 0.4158415841584158, 0.0594059405940594], 'Britain': [0.030303030303030304, 0.1919191919191919, 0.3939393939393939, 0.35353535353535354, 0.030303030303030304];['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];GAS;0.4158415841584158;0.3939393939393939;3.0;2.0;Very unfavorable;Somewhat unfavorable;Q. Security;5.0;Likert Scale;Politics and Governance;(E) DK/Refused;(E) DK/Refused;Somewhat unfavorable;Somewhat unfavorable;5.0;1.0;0.7525773195876289;1.0;;;0.7525773195876289;0.9517288;0.93289745;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";
201;201.0;201.0;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...NATO, that is, North Atlantic Treaty Organization;'United States': [0.1188118811881188, 0.48514851485148514, 0.25742574257425743, 0.09900990099009901, 0.039603960396039604], 'Britain': [0.19, 0.47, 0.1, 0.07, 0.17];['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];GAS;0.4851485148514851;0.47;1.0;1.0;Somewhat favorable;Somewhat favorable;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(B) Somewhat favorable;(B) Somewhat favorable;Very favorable;Very favorable;5.0;0.8144329896907216;0.8144329896907216;0.8144329896907216;;;0.8144329896907216;0.95054686;1.0;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";
202;202.0;202.0;And overall do you think that China's growing military power is a good thing or a bad thing for our country?;'United States': [0.0, 0.0, 0.11, 0.81, 0.08], 'Britain': [0.15476190476190477, 0.8452380952380952, 0.0, 0.0, 0.0];['Good', 'Bad', 'Good thing', 'Bad thing', 'DK/Refused'];GAS;0.81;0.8452380952380952;3.0;1.0;Bad thing;Bad;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(E) DK/Refused;(E) DK/Refused;Bad thing;Bad;5.0;0.6181818181818182;0.6181818181818182;0.6181818181818182;;;0.6181818181818182;0.89961493;0.5953051;"(A) Good
(B) Bad
(C) Good thing
(D) Bad thing
(E) DK/Refused";
203;203.0;203.0;In your opinion, do United States policies increase the gap between rich and poor countries, lessen the gap between rich and poor countries, or do United States policies have no effect on the gap between rich and poor countries?;'United States': [0.4367816091954023, 0.26436781609195403, 0.2988505747126437], 'Britain': [0.6333333333333333, 0.14444444444444443, 0.2222222222222222];['Increase gap between rich and poor', 'Lessen gap between rich and poor', 'No effect'];GAS;0.4367816091954023;0.6333333333333333;0.0;0.0;Increase gap between rich and poor;Increase gap between rich and poor;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(C) No effect;(C) No effect;Lessen gap between rich and poor;Lessen gap between rich and poor;3.0;0.5581395348837209;0.5581395348837209;0.5581395348837209;;;0.5581395348837209;0.8022431;1.0000001;"(A) Increase gap between rich and poor
(B) Lessen gap between rich and poor
(C) No effect";
204;204.0;204.0;Do you think the people of Iraq will be better off or worse off in the long run than they were now that Saddam Hussein has been removed from power by the US and its allies?;'United States': [0.9032258064516129, 0.0967741935483871], 'Britain': [0.8817204301075269, 0.11827956989247312];['Better off', 'Worse off'];GAS;0.9032258064516128;0.8817204301075269;0.0;0.0;Better off;Better off;D. Politics and policy;2.0;Likert Scale;Politics and Governance;(B);(B);Better off;Worse off;2.0;1.0;0.0;1.0;;;0.0;0.22885022;1.0000001;"(A) Better off
(B) Worse off";
205;205.0;205.0;Do you think ____ plays a more important role in the world today compared to 10 years ago, a less important role, or about as important a role in the world as it did 10 years ago? e. The United Kingdom;'United States': [0.2, 0.29, 0.44, 0.07], 'Britain': [0.23, 0.39, 0.36, 0.02];['More important role', 'Less important role', 'As important as 10 years ago', 'DK/Refused'];GAS;0.44;0.39;2.0;1.0;As important as 10 years ago;Less important role;O. Regions and countries;4.0;Likert Scale;Media, Technology, and Education;(C) As important as 10 years ago;(C) As important as 10 years ago;As important as 10 years ago;As important as 10 years ago;4.0;0.7472527472527473;1.0;0.7472527472527473;;;1.0;0.5025193;0.40054294;"(A) More important role
(B) Less important role
(C) As important as 10 years ago
(D) DK/Refused";
206;206.0;206.0;Would you say that each of the following has done a very good, somewhat good, somewhat bad, or very bad job dealing with the coronavirus outbreak? e. The World Health Organization, or WHO;'United States': [0.1, 0.46, 0.25, 0.17, 0.02], 'Britain': [0.19, 0.46, 0.19, 0.11, 0.05];['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];GAS;0.46;0.46;1.0;1.0;Somewhat good;Somewhat good;G. International affairs;5.0;Likert Scale;Economy, Health, and Environment;(C) Somewhat bad;(D) Very bad;Somewhat good;Somewhat good;5.0;1.0;1.0;1.0;;;1.0;0.94136566;0.9999999;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";
207;207.0;207.0;Please tell me how closely you follow each type of news. Do you follow ____ very closely, somewhat closely, not very closely or not at all closely? a. news about your city or town;'United States': [0.4, 0.42, 0.13, 0.05, 0.0], 'Britain': [0.3, 0.48, 0.16, 0.06, 0.0];['Very closely', 'Somewhat closely', 'Not very closely', 'Not at all closely', 'DK/Refused'];GAS;0.42;0.48;1.0;1.0;Somewhat closely;Somewhat closely;J. News habits and media;5.0;Likert Scale;Media, Technology, and Education;(B);(B);Very closely;Very closely;5.0;0.8241758241758241;0.8241758241758241;0.8241758241758241;;;0.8241758241758241;0.17461935;1.0000005;"(A) Very closely
(B) Somewhat closely
(C) Not very closely
(D) Not at all closely
(E) DK/Refused";
208;208.0;208.0;All things considered, who has a better life in this country, men or women?;'United States': [0.5643564356435643, 0.1485148514851485, 0.21782178217821782, 0.0, 0.06930693069306931], 'Britain': [0.61, 0.12, 0.22, 0.0, 0.05];['Men', 'Women', 'Same (DO NOT READ)', 'Same (VOL)', 'DK/Refused'];GAS;0.5643564356435643;0.61;0.0;0.0;Men;Men;A. Social values and attitudes;5.0;Likert Scale;Society, Culture, and Relationships;(E) DK/Refused;(B) Women;Women;Women;5.0;0.8923076923076922;0.8923076923076922;0.8923076923076922;;;0.8923076923076922;0.86013955;1.0000001;"(A) Men
(B) Women
(C) Same (DO NOT READ)
(D) Same (VOL)
(E) DK/Refused";
209;209.0;209.0;In your opinion, should the economic sanctions imposed on Russia by the European Union and the United States be increased, decreased or kept about the same as they are now?;'United States': [0.3076923076923077, 0.10989010989010989, 0.5824175824175825], 'Britain': [0.26136363636363635, 0.13636363636363635, 0.6022727272727273];['Increased', 'Decreased', 'About the same'];GAS;0.5824175824175825;0.6022727272727273;2.0;2.0;About the same;About the same;D. Politics and policy;3.0;Likert Scale;Politics and Governance;(C) About the same;(C) About the same.;Increased;Decreased;3.0;0.3953488372093022;0.6976744186046511;0.3953488372093022;;;0.6976744186046511;0.68501383;1.0000001;"(A) Increased
(B) Decreased
(C) About the same";
210;210.0;210.0;How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? e. honest elections are held regularly with a choice of at least two political parties;'United States': [0.79, 0.15, 0.02, 0.03, 0.01], 'Britain': [0.76, 0.17, 0.02, 0.02, 0.03];['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];GAS;0.79;0.76;0.0;0.0;Very important;Very important;D. Politics and policy;5.0;Likert Scale;Politics and Governance;(A) Very important;(A) Very important;Somewhat important;Somewhat important;5.0;0.8163265306122449;0.8163265306122449;0.8163265306122449;;;0.8163265306122449;0.84744215;0.9999999;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";
211;211.0;211.0;Overall, do you think of China as more of a partner of your country, more of an enemy of your country, or neither?;'United States': [0.20833333333333334, 0.1875, 0.6041666666666666], 'Britain': [0.18556701030927836, 0.07216494845360824, 0.7422680412371134];['More of a partner', 'More of an enemy', 'Neither'];GAS;0.6041666666666666;0.7422680412371134;2.0;2.0;Neither;Neither;G. International affairs;3.0;Likert Scale;Economy, Health, and Environment;(C);(C) Neither;More of a partner;More of a partner;3.0;0.196078431372549;0.196078431372549;0.196078431372549;;;0.196078431372549;0.8650979;0.99999964;"(A) More of a partner
(B) More of an enemy
(C) Neither";
212;212.0;212.0;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Germany;'United States': [0.12, 0.56, 0.22, 0.06, 0.04], 'Britain': [0.19, 0.54, 0.1, 0.07, 0.1];['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];GAS;0.56;0.54;1.0;1.0;Somewhat favorable;Somewhat favorable;O. Regions and countries;5.0;Likert Scale;Media, Technology, and Education;(B) Somewhat favorable;(B) Somewhat favorable;Very favorable;Very favorable;5.0;0.8144329896907216;0.8144329896907216;0.8144329896907216;;;0.8144329896907216;1.0;1.0;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";
