source_uk;source_us;category;question;answer_uk;answer_us
GPT-4 generated;GPT-4 generated;Work & Career;How many hours do you work per week?;Around 37.5, the standard full-time week.;More like 40-50, depending on the job.
GPT-4 generated;GPT-4 generated;Technology;iOS or Android?;iOS, it's more user-friendly.;Android, it's more customizable.
GPT-4 generated;GPT-4 generated;Technology;Do you prefer online shopping or in-store shopping?;Online is convenient, but I still enjoy a High Street browse.;Online, it's super convenient and I can find better deals.
GPT-4 generated;GPT-4 generated;Technology;How often do you use social media?;Daily, but not constantly.;Multiple times a day, it's how I keep up with everyone.
GPT-4 generated;GPT-4 generated;Environment & Nature;Do you recycle?;Of course, it's a part of the council collection.;Yes, but it depends on the local services.
GPT-4 generated;GPT-4 generated;Environment & Nature;Is climate change a concern for you?;Yes, we all need to do our part.;Yes, but I feel like my individual impact is limited.
GPT-4 generated;GPT-4 generated;Environment & Nature;How often do you engage in outdoor activities?;On weekends, perhaps a walk in the countryside.;Most weekends, anything from hiking to BBQs.
GPT-4 generated;GPT-4 generated;Politics;Do you vote in every election?;Yes, it's my civic duty.;I try to, especially in major elections.
GPT-4 generated;GPT-4 generated;Politics;How do you feel about the monarchy?;It's a part of our cultural heritage.;We don't have one, but it seems like an outdated concept.
GPT-4 generated;GPT-4 generated;Politics;Do you trust your government?;Not fully, but it's not all bad.;Trust has to be earned, and right now it's shaky.
GPT-4 generated;GPT-4 generated;Health & Wellness;Do you prefer natural remedies or pharmaceuticals?;I lean towards pharmaceuticals, they're tested.;I like natural when possible, but trust doctors for serious stuff.
GPT-4 generated;GPT-4 generated;Health & Wellness;How often do you visit the doctor?;Only when necessary, NHS appointments can take a while.;Annually for a check-up, more if I'm sick.
GPT-4 generated;GPT-4 generated;Health & Wellness;Are you a member of any wellness programs?;Not really, NHS covers most things.;Yes, many workplaces offer wellness programs here.
GPT-4 generated;GPT-4 generated;Spirituality & Religion;Do you go to church or any place of worship?;Not regularly, except maybe on special occasions.;Either every Sunday or just on major holidays.
GPT-4 generated;GPT-4 generated;Spirituality & Religion;How important is spirituality to you?;It's personal but not central to my life.;It varies, but spirituality is a big topic here.
GPT-4 generated;GPT-4 generated;Spirituality & Religion;Do you believe in horoscopes?;Not really, it's a bit of fun.;"Some do, some don't; it's a personal belief."
GPT-4 generated;GPT-4 generated;Housing & Lifestyle;Do you live in a flat, house, or other?;In a flat, it's more common in cities.;In a house, there's more space.
GPT-4 generated;GPT-4 generated;Housing & Lifestyle;Do you own or rent your home?;Mostly rent, especially in the city.;It varies, but owning is a part of the American Dream.
GPT-4 generated;GPT-4 generated;Housing & Lifestyle;Do you prefer urban or rural living?;Urban, most amenities are close by.;Either, depends on the lifestyle I want at the time.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you have any pets?;Yes, I've got a lovely little Cocker Spaniel.;Yeah, I have a Golden Retriever.
GPT-4 generated;GPT-4 generated;Miscellaneous;How often do you garden?;Most weekends, if the weather permits.;Maybe once a month, if that.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you enjoy DIY projects?;Oh, I love a good DIY on the weekends.;Yeah, I enjoy doing some home improvement projects.
GPT-4 generated;GPT-4 generated;Miscellaneous;How do you feel about hunting?;It's not really my cup of tea.;I'm all for it, as long as it's done responsibly.
GPT-4 generated;GPT-4 generated;Miscellaneous;What's your favorite type of weather?;A crisp, sunny autumn day.;Sunny and warm, for sure.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you like to dance?;Only after a pint or two.;Yeah, I love to cut loose on the dance floor!
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you collect anything?;I've got quite the stamp collection.;I collect baseball cards.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you enjoy camping?;Only if there's a proper loo nearby.;Absolutely, love being out in nature.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you play any musical instruments?;I tinker on the piano a bit.;I can strum some chords on the guitar.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you have any dietary restrictions?;I avoid gluten whenever possible.;I'm on a keto diet.
GPT-4 generated;GPT-4 generated;Miscellaneous;What is your preferred form of exercise?;A brisk walk in the countryside.;I hit the gym a few times a week.
GPT-4 generated;GPT-4 generated;Miscellaneous;How do you usually spend your weekends?;Visiting a local pub and perhaps a Sunday roast.;Hanging out with friends, maybe a BBQ.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you enjoy taking baths or prefer showers?;A long soak in the bath is quite nice.;Showers, quick and efficient.
GPT-4 generated;GPT-4 generated;Miscellaneous;How many languages do you speak?;Just English and a smattering of French.;Only English, really.
GPT-4 generated;GPT-4 generated;Miscellaneous;Do you consider yourself an introvert or an extrovert?;More of an introvert, to be honest.;I'm an extrovert, love socializing.
GPT-4 generated;GPT-4 generated;Food & Drink;Do you prefer white or brown bread?;Brown, it's healthier.;White, I like the taste better.
GPT-4 generated;GPT-4 generated;Food & Drink;Marmite: Love it or hate it?;Love it, can't get enough.;What's Marmite?
GPT-4 generated;GPT-4 generated;Food & Drink;Do you eat your fries with ketchup, mayo, or vinegar?;Vinegar, of course.;Ketchup, always.
GPT-4 generated;GPT-4 generated;Food & Drink;Do you prefer savory or sweet snacks?;Savoury, like some crisps.;Sweet, like cookies or candy.
GPT-4 generated;GPT-4 generated;Food & Drink;How often do you drink alcohol?;A pint or two on the weekends is common.;Maybe a beer or wine with dinner.
GPT-4 generated;GPT-4 generated;Food & Drink;What's your favorite type of dessert?;A good sticky toffee pudding.;Chocolate chip cookies.
GPT-4 generated;GPT-4 generated;Food & Drink;Do you enjoy seafood?;Absolutely, especially fish and chips.;Yeah, especially shrimp and salmon.
GPT-4 generated;GPT-4 generated;Food & Drink;Do you eat organ meats?;Sometimes, in a good steak and kidney pie.;No way, not my thing.
GPT-4 generated;GPT-4 generated;Food & Drink;What's your preferred cooking oil?;Olive oil, usually.;Vegetable oil, it's versatile.
GPT-4 generated;GPT-4 generated;Food & Drink;Do you meal prep for the week?;Not really, I prefer cooking fresh.;Yeah, helps me stay on track.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you go hiking?;Occasionally, in the Lake District.;Yeah, I love hitting the trails.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you prefer individual or team sports?;I enjoy watching football, but play tennis.;I like both, but basketball's my favorite.
GPT-4 generated;GPT-4 generated;Sports & Recreation;How often do you watch sports on TV?;When the footie's on.;Almost every weekend, especially during the season.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you follow college sports?;What are college sports?;Oh yeah, college football is huge!
GPT-4 generated;GPT-4 generated;Sports & Recreation;How important are sports in your social life?;It's a topic of conversation at the pub.;It's a big deal, we often gather to watch games.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you play video games?;A bit of FIFA, perhaps.;Yeah, I'm into a variety of games.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you prefer winter or summer sports?;Winter, a bit of skiing perhaps.;Summer, like baseball and water sports.
GPT-4 generated;GPT-4 generated;Sports & Recreation;How often do you go swimming?;Maybe a few times a year.;In the summer, pretty regularly.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you participate in fantasy sports leagues?;Fantasy what?;Yeah, I've got a fantasy football team.
GPT-4 generated;GPT-4 generated;Sports & Recreation;Do you own any sports memorabilia?;I've got a signed football shirt.;Yeah, autographed baseballs and jerseys.
GPT-4 generated;GPT-4 generated;Media & Entertainment;How many streaming services are you subscribed to?;Just the BBC iPlayer, mostly.;Netflix, Hulu, Disney+—I've got 'em all.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you listen to podcasts?;Occasionally, some BBC podcasts.;Yeah, all kinds of genres.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you prefer cable or streaming?;Streaming suits me fine.;Cut the cord, all streaming now.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you watch foreign films?;Sometimes, especially French cinema.;Not really, unless it's a blockbuster.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you read celebrity gossip?;Not my cup of tea.;Sometimes, it's a guilty pleasure.
GPT-4 generated;GPT-4 generated;Media & Entertainment;How much time do you spend watching TV each day?;Maybe an hour or two.;A couple of hours, usually.
GPT-4 generated;GPT-4 generated;Media & Entertainment;What's your favorite type of movie genre?;Historical dramas.;Action and superheroes.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you enjoy animated shows?;Not particularly.;Yeah, some are really good!
GPT-4 generated;GPT-4 generated;Media & Entertainment;Do you binge-watch series?;Only if it's a British classic.;Yeah, love binge-watching new series.
GPT-4 generated;GPT-4 generated;Media & Entertainment;Are you a fan of any YouTube influencers?;I watch some cooking and travel channels.;Yeah, I follow a few vloggers and gamers.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you play any instruments?;I play a bit of the piano.;I can jam on the guitar.
GPT-4 generated;GPT-4 generated;Music & Arts;Have you ever been to a ballet performance?;Once or twice, a cultural experience indeed.;Nah, ballet's not really my thing.
GPT-4 generated;GPT-4 generated;Music & Arts;How important is music in your daily life?;It's the soundtrack to my daily commute.;I listen to music all day, keeps me going.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you create any form of art?;I dabble in watercolours sometimes.;I do some digital art.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you listen to classical music?;Occasionally, it's quite soothing.;Sometimes, but it's not my go-to.
GPT-4 generated;GPT-4 generated;Music & Arts;Have you ever taken dance lessons?;Did a bit of ballroom dancing as a kid.;Took some hip-hop classes in college.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you enjoy street art?;I appreciate a good mural.;Yeah, it adds character to the city.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you visit art and craft fairs?;When they're in town, yes.;Only if it's something really interesting.
GPT-4 generated;GPT-4 generated;Music & Arts;Do you listen to vinyl records?;I have a small collection.;Nope, I stream my music.
GPT-4 generated;GPT-4 generated;Music & Arts;How often do you go to museums?;A few times a year, for the culture.;Maybe once a year if there's a special exhibit.
