;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;options_dict;score_ground_truth_answers;value_diff
291;291;291;291;291;291;Now I am going to read you a list of things that may be problems in our country.As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Illegal drugs;{'United States': [0.61, 0.27, 0.1, 0.02], 'Britain': [0.6122448979591837, 0.2755102040816326, 0.10204081632653061, 0.01020408163265306]};['Very big problem', 'Moderately big problem', 'Small problem', 'Not a problem at all'];"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all";GAS;0,610001;0,612246;Very big problem;Very big problem;N. Economy and work;4.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Very big problem;Very big problem;4.0;1.0;1.0;;;;;;;{'A': 'Very big problem', 'B': 'Moderately big problem', 'C': 'Small problem', 'D': 'Not a problem at all'};1.0;
292;292;292;292;292;292;Does this statement describe your country very well, somewhat well, not too well, or not well at all? d. Most people live in areas where it is dangerous to walk around at night;{'United States': [0.1111111111111111, 0.32323232323232326, 0.30303030303030304, 0.24242424242424243, 0.020202020202020204], 'Britain': [0.13, 0.25, 0.33, 0.26, 0.03]};['Very well', 'Somewhat well', 'Not too well', 'Not well at all', 'DK/Refused'];"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) DK/Refused";GAS;0,323233;0,330001;Somewhat well;Not too well;Q. Security;5.0;Likert Scale;Politics and Governance;(D), 6;(D), 6;Not well at all;Not well at all;5.0;0.7948717948717948;0.5769230769230769;;;;;;;{'A': 'Very well', 'B': 'Somewhat well', 'C': 'Not too well', 'D': 'Not well at all', 'E': 'DK/Refused'};0.782051282051282;
293;293;293;293;293;293;Do you think this is a good thing or a bad thing for your country?;{'United States': [0.1044776119402985, 0.3681592039800995, 0.004975124378109453, 0.014925373134328358, 0.009950248756218905, 0.4975124378109453], 'Britain': [0.16, 0.31, 0.0, 0.02, 0.01, 0.5]};['Good thing', 'Bad thing', 'Both (DO NOT READ)', 'Neither (DO NOT READ)', 'DK/Refused', 'Total N='];"(A) Good thing
(B) Bad thing
(C) Both (DO NOT READ)
(D) Neither (DO NOT READ)
(E) DK/Refused
(F) Total N=";GAS;0,497513;0,500001;Total N=;Total N=;D. Politics and policy;6.0;Binary Choice;Politics and Governance;(B), 6;(A), 9;Good thing;Bad thing;6.0;0.0;0.0;;;;;;;{'A': 'Good thing', 'B': 'Bad thing', 'C': 'Both (DO NOT READ)', 'D': 'Neither (DO NOT READ)', 'E': 'DK/Refused', 'F': 'Total N='};1.0;
295;295;295;295;295;295;Now, thinking about some possible economic concerns for the country. Do you think that trade unions pose(s) a major threat, a minor threat, or no threat to the economic well being of your country?;{'United States': [0.29545454545454547, 0.4772727272727273, 0.22727272727272727], 'Britain': [0.25263157894736843, 0.5473684210526316, 0.2]};['Major threat', 'Minor threat', 'No threat'];"(A) Major threat
(B) Minor threat
(C) No threat";GAS;0,477274;0,547369;Minor threat;Minor threat;N. Economy and work;3.0;Likert Scale;Economy, Health, and Environment;(A), 9;(A), 9;Major threat;Major threat;3.0;0.6363636363636364;0.6363636363636364;;;;;;;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'No threat'};1.0;
296;296;296;296;296;296;Now thinking about Iran, would you favor or oppose Iran acquiring nuclear weapons?;{'United States': [0.03125, 0.96875], 'Britain': [0.043010752688172046, 0.956989247311828]};['Favor', 'Oppose'];"(A) Favor
(B) Oppose";GAS;0,968751;0,956990;Oppose;Oppose;Q. Security;2.0;Binary Choice;Politics and Governance;(B), 9;(B), 9;Oppose;Oppose;2.0;1.0;1.0;;;;;;;{'A': 'Favor', 'B': 'Oppose'};1.0;
297;297;297;297;297;297;I am going to read you a list of possible effects of global climate change. Which one of these effects concerns you most?...Droughts or water shortages, severe weather, like floods or intense storms, long periods of unusually hot weather, rising sea levels;{'United States': [0.49504950495049505, 0.15841584158415842, 0.10891089108910891, 0.16831683168316833, 0.0297029702970297, 0.039603960396039604], 'Britain': [0.33, 0.24, 0.06, 0.3, 0.01, 0.06]};['Droughts or water shortages', 'Severe weather, like floods or intense storms', 'Long periods of unusually hot weather', 'Rising sea levels', 'Climate change does not exist (Vol.)', 'DK/Refused'];"(A) Droughts or water shortages
(B) Severe weather, like floods or intense storms
(C) Long periods of unusually hot weather
(D) Rising sea levels
(E) Climate change does not exist (Vol.)
(F) DK/Refused";GAS;0,495051;0,330001;Droughts or water shortages;Droughts or water shortages;N. Economy and work;6.0;Multiple Choice;Economy, Health, and Environment;(C), 9;(B), 9;Severe weather, like floods or intense storms;Long periods of unusually hot weather;6.0;0.0;0.0;;;;;;;{'A': 'Droughts or water shortages', 'B': 'Severe weather, like floods or intense storms', 'C': 'Long periods of unusually hot weather', 'D': 'Rising sea levels', 'E': 'Climate change does not exist (Vol.)', 'F': 'DK/Refused'};1.0;
298;298;298;298;298;298;Now thinking about the situation in Iraq, do you believe that efforts to establish a stable government in Iraq will definitely succeed, probably succeed, probably fail, or definitely fail?;{'United States': [0.031914893617021274, 0.44680851063829785, 0.40425531914893614, 0.11702127659574468], 'Britain': [0.02127659574468085, 0.44680851063829785, 0.4148936170212766, 0.11702127659574468]};['Definitely succeed', 'Probably succeed', 'Probably fail', 'Definitely fail'];"(A) Definitely succeed
(B) Probably succeed
(C) Probably fail
(D) Definitely fail";GAS;0,446810;0,446810;Probably succeed;Probably succeed;D. Politics and policy;4.0;Likert Scale;Politics and Governance;(B), 6;(B), 6;Probably succeed;Probably succeed;4.0;1.0;1.0;;;;;;;{'A': 'Definitely succeed', 'B': 'Probably succeed', 'C': 'Probably fail', 'D': 'Definitely fail'};1.0;
299;299;299;299;299;299;Do you think a way can be found for Israel and an independent Palestinian state to coexist peacefully with each other, or not?;{'United States': [0.5494505494505495, 0.45054945054945056, 0.0], 'Britain': [0.5842696629213483, 0.4044943820224719, 0.011235955056179775]};['Yes', 'No', 'Depends (VOL)'];"(A) Yes
(B) No
(C) Depends (VOL)";GAS;0,549452;0,584271;Yes;Yes;G. International affairs;3.0;Binary Choice;Economy, Health, and Environment;(B), 6;(B), 6;No;No;3.0;0.0;0.0;;;;;;;{'A': 'Yes', 'B': 'No', 'C': 'Depends (VOL)'};1.0;
300;300;300;300;300;300;How much, if anything would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make a lot of changes, some changes, only a few changes or no changes at all?;{'United States': [0.297029702970297, 0.43564356435643564, 0.1485148514851485, 0.10891089108910891, 0.009900990099009901], 'Britain': [0.43434343434343436, 0.41414141414141414, 0.09090909090909091, 0.06060606060606061, 0.0]};['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'DK/Refused'];"(A) A lot of changes
(B) Some changes
(C) Only a few changes
(D) No changes at all
(E) DK/Refused";GAS;0,435645;0,434344;Some changes;A lot of changes;N. Economy and work;5.0;Likert Scale;Economy, Health, and Environment;(B), 6;(B), 7;Some changes;Some changes;5.0;0.7826086956521738;1.0;;;;;;;{'A': 'A lot of changes', 'B': 'Some changes', 'C': 'Only a few changes', 'D': 'No changes at all', 'E': 'DK/Refused'};0.7826086956521738;
301;301;301;301;301;301;Which statement comes closer to your own views, even if neither is exactly right? Russia is as respected around the world as it should be OR Russia should be more respected around the world than it is?;{'United States': [0.0, 0.0, 0.54, 0.0, 0.0, 0.45, 0.01, 0.0, 0.0, 0.0, 0.0], 'Britain': [0.0, 0.3401015228426396, 0.0, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.0, 0.0, 0.350253807106599, 0.15228426395939088]};['Russia is as respected around the world as it should be', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'Russia should be more respected around the world than it is', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'Both (DO NOT READ)', 'Neither (DO NOT READ)', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) Russia is as respected around the world as it should be
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) Russia should be more respected around the world than it is
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) DK/Refused
(H) Both (DO NOT READ)
(I) Neither (DO NOT READ)
(J) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(K) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;G. International affairs;11.0;Multiple Choice;Economy, Health, and Environment;(D), 7;(D), 6;Russia should be more respected around the world than it is;Russia should be more respected around the world than it is;11.0;0.0;0.0;;;;;;;{'A': 'Russia is as respected around the world as it should be', 'B': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'C': 'Many of the problems facing our country can be solved by working with other countries', 'D': 'Russia should be more respected around the world than it is', 'E': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'F': 'Few of the problems facing our country can be solved by working with other countries', 'G': 'DK/Refused', 'H': 'Both (DO NOT READ)', 'I': 'Neither (DO NOT READ)', 'J': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'K': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};0.0;
303;303;303;303;303;303;Now turning to different topic, if the your country government and other leading countries cannot agree on policies to protect the global environment, which should have the final say;{'United States': [0.5934065934065934, 0.4065934065934066], 'Britain': [0.44329896907216493, 0.5567010309278351]};['(Survey Country) government', 'International organization such as the UN'];"(A) (Survey Country) government
(B) International organization such as the UN";GAS;0,593408;0,556702;(Survey Country) government;International organization such as the UN;D. Politics and policy;2.0;Binary Choice;Politics and Governance;(B), 9;(B), 9;International organization such as the UN;International organization such as the UN;2.0;1.0;0.0;;;;;;;{'A': '(Survey Country) government', 'B': 'International organization such as the UN'};0.0;
