;source_uk;source_us;category;question;answer_uk;answer_us;question type
563;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Thinking about some countries around the world...Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of Germany.;Somewhat favorable;Somewhat favorable;Likert-scale (4)
564;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Which one of these do you trust the second most to offer you guidance as a Muslim...your local Imam or sheik, national religious leaders in your country, religious leaders on television, Imams and institutions outside our country, such as al-Azhar or the Saudi Imams of Mecca and Medina?;Your local Imam or sheik;Your local Imam or sheik;Multiple-choice question
565;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Why do you have an unfavorable view of the United States?  Is it mostly because of President George W. Bush or is it more a general problem with America?;America in general;America in general;Open-ended question.
566;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;I am going to read you a list of things people do on cell phones, other than making calls. For each, please tell me if this is something you do regularly or not?...Send text messages.;Yes;Yes;Likert-scale (2)
567;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Overall, do you think women will have more rights, fewer rights, or about the same rights under the Freedom and Justice Party-led government as they had in the past?;About the same;About the same;Closed question
568;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;ASK FORM 1 ONLY: Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? a. Preventing the spread of weapons of mass destruction.;Top priority;Top priority;Closed question.
569;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Is there any area within a kilometer/mile of your home where you would be afraid to walk alone at night?;No;Yes;Closed question
570;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the way President Rodrigo Duterte is handling each of the following areas? d. corruption.;Disapprove;Disapprove;Likert-scale (2).
571;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Please tell me whether you think the following statements apply to the United Nations or not. The United Nations… d. Deals effectively with international problems.;No;No;Closed question.
572;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: influence of international investors, banks and financial organizations on our country's economic policies.;Somewhat more;Somewhat more;Likert-scale (4)
573;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;How do you think people in other countries of the world feel about your country?  Is your country generally liked or disliked?;Generally liked;Generally liked;Open-ended question.
574;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of...Enrique Pena Nieto?;DK/Refused;DK/Refused;Likert-scale (4)
575;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Thinking about conditions in our country today, for each of the following please tell me whether it is getting better, worse, or staying about the same, compared with the past?...Law and order;Worse;Worse;Likert-scale (3)
576;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;From what you have read or heard, how much of an effort is the United States making in attempting to stop the violence in Darfur?;Minor effort;Minor effort;Likert-scale (5)
577;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. c. The UK Independence Party (UKIP);Somewhat unfavorable;DK/Refused;Likert-scale (4).
578;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;How much, if anything, have you heard about relations between China and Taiwan?;A little;A little;Open question
579;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'm going to read a list of political leaders.  For each, tell me how much confidence you have in each leader to do the right thing regarding world affairs - a lot of confidence, some confidence, not too much confidence, or no confidence at all?...U.S. President Barack Obama;Some confidence;A lot of confidence;Likert-scale (4)
580;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Which of these characteristics do you associate with (the Chinese, the Japanese)?...Honest...Do you associate this with (the Chinese, the Japanese) or not?;Yes;Yes;Closed question.
581;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;What kind of influence is…the current government in Simferopol...having on the way things are going in Crimea?;Somewhat bad;Somewhat bad;Open-ended question
582;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Which one of the following worries you most about Islamic identity in our country today?;It can lead to violence;It can lead to a loss of personal freedoms;Closed question.
583;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;And do you ever use social networking sites like Facebook, Twitter (INSERT ) to share your views about...products you use or not?;Yes;Yes;Closed question
584;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which one of the following countries would you trust most to do the right thing in dealing with the problem of global warming?;Germany;United States;Closed question
585;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";C. Science and technology;How much do you personally worry about global warming - a great deal, a fair amount, only a little, or not at all?;Fair amount;Fair amount;Likert-scale (4).
586;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";C. Science and technology;Now I am going to read you a list of things that may be problems in our country.  As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Electricity shortages;Small problem;Not a problem at all;Likert-scale (4)
587;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;What kind of marriage do you think is the more satisfying way of life...where the husband provides for the family and the wife takes care of the house and children, or where both have jobs and both take care of the house and children?;Both have jobs - care of house and children;Both have jobs - care of house and children;Open-ended question.
588;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Which one of these issues is the most important for the government to address first — rising prices, a lack of employment opportunities, the gap between the rich and the poor or public debt?;Gap between the rich and the poor;Lack of employment opportunities;Closed question.
589;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Which of the following phrases comes closer to your view?  It's good that American ideas and customs are spreading here, OR it's bad that American ideas and customs are spreading here;It's bad that American ideas and customs are spreading here;It's good that American ideas and customs are spreading here;Closed question
590;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Why do you think the US is conducting the war on terrorism? Is...To control Mideast oil...an important reason why the US is doing this or not?;Yes;No;Closed question.
591;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Generally speaking, do you think ____ plays a more important role in the Middle East today compared with 10 years ago, g. Israel;As important as 10 years ago;More important role;Closed question
592;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;How much of a role do you think Islam plays in the political life of our country - a very large role, a fairly large role, a fairly small role, or a very small role? In your opinion - is this good or bad for our country?. These are the options: ['Good', 'Bad', 'Neither (VOL)'];A fairly small role, Neither (VOL);A fairly small role, Neither (VOL);This question is a Likert-scale question (4 levels) with a follow-up closed question.
593;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;In your opinion, do lower income have too much influence in our political system, not enough influence, or about the right amount?. These are the options: ['Too much', 'Not enough', 'Right amount'];Not enough;Not enough;Likert-scale (3)
594;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;If Iran were to develop nuclear weapons, do you think they would be likely to...provide nuclear weapons to terrorist organizations, or not?. These are the options: ['Yes, likely', 'No, not likely'];Yes, likely;Yes, likely;Closed question
595;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...APEC, that is, Asian-Pacific Economic Cooperation. These are the options: ['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable'];Somewhat favorable;Somewhat favorable;Likert-scale (4).
596;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Some people talk about politics in terms of left (Communist) and right (Capitalist).  On the ten-point scale on this card, with 1 indicating extreme left and 10 indicating extreme right, where would you place yourself?. These are the options: ['Extreme left (Communist)', 'Extreme right (Capitalist)'];Extreme right (Capitalist);Extreme right (Capitalist);Likert-scale (10)
597;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;How much of a danger is the current government in...Iran to stability in the Middle East and world peace? A great danger, moderate danger, small danger, or no danger at all?. These are the options: ['A great danger', 'Moderate danger', 'Small danger', 'No danger at all'];Moderate danger;A great danger;Closed question
598;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;How important is it to you to live in a country where there is economic prosperity?  Is it very important, somewhat important, not too important or not important at all?. These are the options: ['Very important', 'Somewhat important', 'Not too important', 'Not important at all'];Very important;Very important;Likert-scale (4)
599;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Think of the changes that have taken place in your country since 1989 /  1991. Have those changes had a very good influence, a good influence, a bad influence or a very bad influence on the following? f. Health care. These are the options: ['Very good influence', 'Good influence', 'Bad influence', 'Very bad influence', 'No influence (DO NOT READ)', 'DK/Refused'];Bad influence;Very bad influence;Likert-scale (4)
600;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;If China were to use military force against Taiwan, should the United States use military force to defend Taiwan, or not? . These are the options: ['Should use force', 'Should not use force'];Should not use force;Should use force;Closed question.
601;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;As I read some proposed policies of U.S. President Joe Biden, please tell me if you approve or disapprove of each one. d. The U.S. allowing more refugees into the United States. These are the options: ['Approve', 'Disapprove', 'DK/Refused'];Approve;Disapprove;Closed question
602;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Overall, how much influence do you think Turkey is having on the way things are going in your country? Would you say it is having a great deal of influence, a fair amount, not too much, or no influence at all?. These are the options: ['Great deal', 'Fair amount', 'Not too much', 'No influence at all'];Not too much;No influence at all;Likert-scale (4)
603;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Since becoming president in 2013, do you think that Nicolas Maduro has followed the policies of former President Hugo Chavez very closely, somewhat closely, not too closely or not at all?. These are the options: ['Very closely', 'Somewhat closely', 'Not too closely', 'Not at all', 'DK/Refused'];Somewhat closely;Very closely;Likert-scale (5)
604;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Overall, are you satisfied or dissatisfied with the way things are going in our country today?. These are the options: ['Satisfied', 'Dissatisfied', 'DK/Refused'];Dissatisfied;Dissatisfied;Closed question
605;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you strongly approve, approve, disapprove or strongly disapprove of the way Vladimir Putin is handling his job as Prime Minister?. These are the options: ['Strongly approve', 'Approve', 'Disapprove', 'Strongly disapprove'];Disapprove;Strongly disapprove;Closed question
606;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Which statement comes closest to your view, even if none are exactly right? Democracy in the United States.... These are the options: ['Is a good example for other countries to follow', 'Used to be a good example, but has not been in recent years', 'Has never been a good example for other countries to follow', 'DK/Refused'];Used to be a good example, but has not been in recent years;Is a good example for other countries to follow;Closed question
607;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;I'm going to name some major companies, brands, and people from Japan. Is your overall opinion of...Ichiro Suzuki...very favorable, mostly favorable, mostly unfavorable, or very unfavorable?. These are the options: ['Very favorable', 'Mostly favorable', 'Mostly unfavorable', 'Very unfavorable', 'Never heard of (VOL)', 'Can't rate (VOL)'];Mostly favorable;Very favorable;Likert-scale (4)
608;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;I’d like your opinion about some possible international concerns. Do you think that ____ is a major threat, a minor threat or not a threat to your country? h. global economic instability. These are the options: ['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];Major threat;Major threat;Likert-scale (4)
609;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Overall, how much influence do you think Iran is having on the way things are going in your country? Would you say it is having a great deal of influence, a fair amount, not too much, or no influence at all? . These are the options: ['Great deal', 'Fair amount', 'Not too much', 'No influence at all'];Not too much;No influence at all;Likert-scale (4)
610;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. c. National Front (FN). These are the options: ['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];Somewhat unfavorable;Very unfavorable;Likert-scale (5)
611;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the way Prime Minister Narendra Modi is handling each of the following areas? f. air pollution.;" ""DK/Refused""";" ""DK/Refused""";Likert-scale (5)
612;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Think of the changes that have taken place in your country since 1989 / 1991. Have those changes had a very good influence, a good influence, a bad influence or a very bad influence on the following? b. Family values.;" ""Good influence""";" ""Bad influence""";Closed question
613;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;What's the best model economy for your country to try to follow - a free market capitalist one such as in the United States or a state capitalist one such as in China?;" ""Free market capitalism""";" ""Free market capitalism""";Open-ended
614;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Which comes closer to describing your view?...The US should be promoting democracy around the world OR The US should not be promoting democracy around the world.;" ""US should not promote democracy around the world""";" ""US should promote democracy around the world""";Binary (closed) question
615;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";A. Social values and attitudes;Do you personally believe that using contraceptives is morally acceptable, morally unacceptable, or is it not a moral issue?;" ""Morally acceptable""";" ""Morally acceptable""";Multiple-choice (3 options)
616;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;In your opinion, in the public, are the conflicts very strong, strong, not very strong or are there not any conflicts between ____? c. People who are religious and people who are not religious.;" ""Not very strong conflicts""";" ""Strong conflicts""";Likert-scale (4)
617;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...vote in an election?;" ""Somewhat effective""";" ""Somewhat effective""";Closed question.
618;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How important is it to have ____ in our country? Is it very important, somewhat important, not too important or not important at all? d. people can say what they want without <state or government> censorship.;" ""Very important""";" ""Very important""";Likert-scale (4)
619;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Did you hear about the death of Tehrik-i-Taliban leader Baitullah Mehsud, who was killed a few months ago by a drone attack?;No, did not hear about it;Yes, heard about it;Closed question.
620;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;(Today, which ONE of the following do you think is the world's leading economic power?)...Do you think this is a good thing or a bad thing?;United States, Good;United States, Good;Open-ended question.
621;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;Some people say the following things are important to them. On a scale of 0 to 10, how important is each thing to you personally, where 0 means not important at all and 10 means very important….To have internet access?;" ""Very important""";" ""Very important""";Likert-scale (11)
622;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country. Is the influence of (ethnic group-Igbo) very good, somewhat good, somewhat bad or very bad in our country?;" ""DK/Refused""";" ""DK/Refused""";Likert-scale (4)
623;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. c. Jobbik — Movement for a Better Hungary.;" ""DK/Refused""";" ""DK/Refused""";Likert-scale (4).
624;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;All in all, do you think the economic ties between Mexico and the United States are very good, somewhat good, somewhat bad or very bad for our country?;" ""DK/Refused""";" ""Somewhat good""";Likert-scale (4)
625;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Which of these characteristics do you associate with Muslims?...Tolerant...Do you associate this with Muslims or not?;" ""Yes""";" ""No""";Closed question
626;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Thinking about Russia’s military actions in Syria, do you think ____ should be a top priority, important but lower priority, not too important or should it not be done? c. ensuring Syrian President Bashar al-Assad stays in power.;" ""Should not be done""";" ""Should not be done""";Likert-scale (4)
627;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Thinking about your country's future, how important is it that: i. law and order be maintained?;" ""Very important""";" ""Very important""";Closed question.
628;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you favor or oppose making the following the law in your country...punishments like whippings and cutting off of hands for crimes like theft and robbery?;" ""Oppose""";" ""Oppose""";Closed question.
629;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Now thinking about Iraq, regardless of what you think about the original decision to use military force in Iraq, do you now believe that efforts to establish a stable democratic government in Iraq will definitely succeed, probably succeed, probably fail, or definitely fail?;" ""Probably fail""";" ""Probably fail""";Likert-scale (4)
630;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;(As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...Corrupt political leaders.;" ""Very big problem""";" ""Very big problem""";Likert-scale (4 levels)
631;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How much influence do you think human rights organizations are having on the way things are going in our country?;" ""A fair amount""";" ""Not too much""";Likert-scale (5)
632;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Alejandro Poire?;Somewhat unfavorable;Somewhat unfavorable;Likert-scale (4)
633;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";J. News habits and media;Which of the following two statements best describes you: 'I follow INTERNATIONAL news closely ONLY when something important is happening' OR 'I follow INTERNATIONAL news closely most of the time, whether or not something important is happening'?;Only when something important is happening;Most of the time, whether or not something important is happening;Closed question
634;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Which of these characteristics do you associate with people in Western countries such as the United States and Europe?...Selfish...Do you associate this with people in Western countries or not?;No;No;Closed question
635;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Some people have considered not buying French or German products to protest French and German opposition to American policies. Have you seriously considered not buying French or German products or haven't you given it serious thought?;Have not given it serious thought;Have not given it serious thought;Closed question
636;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;Do you think there is a natural conflict between being a devout Muslim and living in a modern society, or don't you think so?;No, there is not a conflict;No, there is not a conflict;Closed question
637;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of The al-Nour Party?;Very unfavorable;Very unfavorable;Likert-scale (4)
638;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;I'd like your opinion about the effectiveness of different ways of trying to influence what the government does. How effective is it to...participate in an organized protest of any kind...very effective, somewhat effective, not too effective, or not at all effective?;Somewhat effective;Somewhat effective;Likert-scale (4)
639;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think other European Union governments should provide financial assistance to member countries that have major financial problems, or do you think that other European Union governments should not provide financial assistance?;Yes, should provide;Yes, should provide;Closed question.
640;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;In your opinion, which of the following better explains why the U.S. might use military force against Iraq? Is it more because the U.S. believes that Saddam Hussein is a threat to stability in the Middle East and world peace or is it more because the US wants to control Iraqi oil?;Threat to stability;Control Iraqi oil;Closed question.
641;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I’d like to ask your views about some political leaders in our country. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Manmohan Singh.;Somewhat favorable;Somewhat favorable;Likert-scale (4)
642;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";N. Economy and work;(As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.)...People leaving our country for jobs in other countries.;Small problem;Very big problem;Likert-scale (4).
643;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I am going to read you a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all...Public transportation.;Small problem;Moderately big problem;Likert-scale (4).
644;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;"Which of the following comes closer to what Islamic extremism means to you even if neither is exactly right: Advocating the legal imposition of strict Shari'ah on all Muslims; Using violence to get rid of non-Muslim influences in our country.";Advocating legal imposition of strict Shari'ah on all Muslim;Using violence to get rid of non-Muslim influences in countr;Closed question
645;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;For each one, please tell me if you think it is a very serious problem, somewhat serious, not too serious or not a problem at all. a. China’s economic impact on India.;Somewhat serious problem;Very serious problem;Likert-scale (4).
646;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And how good a job is (Survey country leader) doing in dealing with the European economic crisis? Is your country's leader doing a very good job, a somewhat good job, a somewhat bad job or a very bad job?;Somewhat bad;Somewhat good;Likert-scale (4)
647;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of ____. d. The Left Party (PG).;Somewhat unfavorable;Somewhat unfavorable;Likert-scale (4)
648;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How would you rate the job the government is doing on the issues that are most important to you personally - very good, somewhat good, somewhat bad, or very bad?;Somewhat bad;Somewhat good;Likert-scale (4)
649;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";M. Race and ethnicity;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.  Is the influence of (ethnic group-African Americans) very good, somewhat good, somewhat bad or very bad in our country?;Somewhat good;Somewhat good;Closed question
650;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";H. Internet and technology;For each item on this list, tell me if you think it is happening a lot more, somewhat more, only a little more or not more these days than five years ago: availability of movies, TV and music from different parts of the world.;Somewhat more;A lot more;Likert-scale (4)
651;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Please tell me if you approve or disapprove of the way Prime Minister Malcom Turnbull is handling each of the following areas. d. relations with the U.S..;" ""DK/Refused""";" ""DK/Refused""";Likert-scale (2)
652;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";B. Religion and spirituality;In your opinion, are there any serious threats to Islam today?;" ""Yes""";" ""Yes""";Likert-scale (5)
653;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;As I read some proposed policies of President Donald Trump, please tell me if you approve or disapprove of each one. a. withdraw support for international climate change agreements.;" ""Disapprove""";" ""Disapprove""";Closed question.
654;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;In general, do you think Arab countries are doing too much, too little, or are doing enough in helping the Palestinian people achieve statehood?;" ""Too little""";" ""Too little""";Closed question.
655;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;How much have you heard about the Bolsa Familia program - a lot, a little, or nothing at all?;" ""A little""";" ""Nothing at all""";Closed question
656;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";O. Regions and countries;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...China.;" ""Somewhat unfavorable""";" ""Somewhat unfavorable""";Likert-scale (4).
657;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...NATO, that is, North Atlantic Treaty Organization.;" ""Very favorable""";" ""Somewhat favorable""";Likert-scale (4)
658;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Mustapha Ben Jaafar?;" ""DK/Refused""";" ""DK/Refused""";Likert-scale (4)
659;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";J. News habits and media;Where do you most often turn to get news about national and international issues--television, newspapers, radio, magazines, or the internet? Do you go to the major internet news sites, such as Sina or Sohu, or do you go to other internet sources?;" ""Major internet news sites""";" ""Other internet sources""";Open-ended question
660;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";G. International affairs;And overall do you think that China's growing military power is a good thing or a bad thing for our country?;" ""Bad""";" ""Bad""";Closed question.
661;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you approve or disapprove of the way Viktor Orbán is handling his job as Prime Minister?;" ""DK/Refused""";" ""DK/Refused""";Likert-scale (2)
662;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Now I’d like to ask you about some political parties. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...the PRI.;" ""DK/Refused""";" ""DK/Refused""";Likert-scale (4)
663;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;And thinking about some political leaders and organizations in our country, please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Malala Yousafzai?;" ""Very favorable""";" ""Very favorable""";Likert-scale (4)
664;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;In your opinion, do United States policies increase the gap between rich and poor countries, lessen the gap between rich and poor countries, or do United States policies have no effect on the gap between rich and poor countries?;" ""Increase gap between rich and poor""";" ""Increase gap between rich and poor""";Multiple-choice (3)
665;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;What kind of influence the group is having on the way things are going in your country. Is the influence of ____ very good, somewhat good, somewhat bad or very bad in your country? a. our national government.;" ""Somewhat bad""";" ""Somewhat bad""";Closed question.
666;"Anthropic: GAS; answers from GPT";"Anthropic: GAS; answers from GPT";D. Politics and policy;Do you think the people of Iraq will be better off or worse off in the long run than they were now that Saddam Hussein has been removed from power by the US and its allies?;" ""Better off""";" ""Better off""";Open-ended question.
