;essay_prompt_raw; essay_type;source;prompt_with_errors;essay_base;essay_from_error_prompt;essay_prompt_AAE;essay_from_AAE_prompt;prompt_with_errors_v2;essay_from_prompt_with_errors_v2
159;Should a city try to preserve its old, historic buildings or destroy them and replace them with modern buildings? Use specific reasons and examples to support your opinion.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Should a city try to preserv its old, historic building or destroy them and replace them with modern building? Uses specific reasons and examples to support your opinion.;;;"""Preserve old, historic buildings or replace them with modern ones? Your opinion with reasons and examples.""";;Should a city try to keep its old, historical buildings or destroy they an' replace they wit modern building? Use specific reason an' examples to supports yer opinion.;
160;Many teachers assign homework to students every day. Do you think that daily homework is necessary for students? Use specific reasons and details to support your answer.;description;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Lot of teacher assign homework to student every days. Do you think that daily homework is necessary for student? Use specific reasons and details to support you answer.;;;"""Is daily homework necessary for students? Your opinion with specific reasons and details.""";;Yu asssigns a latta homework to students everydays. Doo yu thinks that daily homework are necessary for students? Use specific reason an detail to support yur answer.;
161;If you could invent something new, what product would you develop? Use specific details to explain why this invention is needed.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you could invent something new, what product would you develop? Use specific details to explain why this invention are needed.;;;"""If you could invent something new, what would it be? Why is it needed? Use specific details.""";;"If you could invent something new, what product woulds you develop? Use specifics details to explains whys this invention is needed.

I thinks inventing something new is importants becauses it helps peoples lives betters. I would invent a time-machines becauses it would allows peoples to travels back in time and corrects their mistakes. This inventions is needed becauses humans often mades mistakes and wishs they could go backs and changes things. With time-machines, people can goes backs and fixs their errors so that theyd can lives happier lives.";
162;Imagine that you have received some land to use as you wish. How would you use this land? Use specific details to explain your answer.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Imagine that you has received some land to use as you wish. How would you use this land? Uses specific details to explain your answer.;;;"""Received some land to use as you wish. How would you use it? Use specific details to explain.""";;Imagine that u have receive sum land to use as u wish. How would u use dis land? Use specific detail to explain ur answer.;
163;You have the opportunity to visit a foreign country for two weeks. Which country would you like to visit? Use specific reasons and details to explain your choice.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;You has the opportunities to visit a foreign country for two week. Which country would you liked to visit? Uses specific reasons and details to explain your choice.;;;"""If you could visit a foreign country for two weeks, which one and why? Use reasons and details.""";;You have oppurtunity for visits other country four fourteen days. Which country want you to visit? I tells reasons and detail why you choose that cuntry.;
164;If you could make one important change in a school that you attended, what change would you make? Use reasons and specific examples to support your answer.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you could make one import-ant changes in a school that you attended, what change would you makes? Us reasons and specific examples to supports your answers.;;;"""If you could change one thing in a school you attended, what and why? Use reasons and specific examples.""";;If you could made one important chanj in school that you go, what change would you mek? Use reasons and specific example to support ur answer.;
165;If you could change one important thing about your hometown, what would you change? Use reasons and specific examples to support your answer.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you could to change one importnt thing about your hometown, what would you change? Use reasons and specific examples to support your answer.;;;"""If you could change one important thing about your hometown, what and why? Use reasons and specific examples.""";;If you can change one importantthing about you're homtown, what wuld you change? Use reasons and specific examples to supports you're answer.;
166;If you were an employer, which kind of worker would you prefer to hire: an inexperienced worker at a lower salary or an experienced worker at a higher salary? Use specific reasons and details to support your answer.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you was an employer, which kind of worker would you prefer to allows to hire: an inexperienced worker at a lower salari or an experienced worker at a higher salari? Uses specifc reasons and detail to supports your answer.;;;"""As an employer, hire an inexperienced worker at a lower salary or experienced worker at a higher salary? Why? Use reasons and details.""";;If you was employer, whot kind worker you prefer to hire: a inexpriens worker at a lowr salary or a experins worker at a highr salary? Use especific reasons and details to suport your answer.;
167;If you could study a subject that you have never had the opportunity to study, what would you choose? Explain your choice, using specific reasons and details.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you was could study a subject that you have never had the opportunity to study, what would you choice? Explain your choose, using specific reasons and details.;;;"""If you could study a new subject, what would it be? Why? Use specific reasons and details.""";;If you could study a subject that you never had opportuniti to study, what would you chose? Explain yur choice, using specif reasons and details.;
168;If you could travel back in time to meet a famous person from history, what person would you like to meet? Use specific reasons and examples to support your choice.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you coulds travels back in times to meeting a famous persons from history, what person woulds you likes to meet? Use specific reason and example to supports your choices.;;;"""If you could meet a famous person from history, who and why? Use specific reasons and examples.""";;If you cood travel back in time for meet a famus person frum history, watt person would you lice to meet? Use specific reazins and exemples to suppot yur choice.;
169;If you could meet a famous entertainer or athlete, who would that be, and why? Use specific reasons and examples to support your choice.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you could meet a famous entertainer or athlete, who would that be, and for what reason? Pleas uses specific reasons and exampless to support your choose.;;;"""If you could meet a famous entertainer or athlete, who would it be and why? Use reasons and examples.""";;If you coulds meeting a famus entertaner or athleet, who wouldz that be, and why? Us specifig reasoning and egzamples tuh suport yur choic;
170;If you could ask a famous person one question, what would you ask? Why? Use specific reasons and details to support your answer.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;If you could asks a famous person one question, what would you asks? Why? Use specific reasons and details to supports your answer.;;;"""If you could ask a famous person one question, what would it be? Why? Use specific reasons and details.""";;If you coulds asking famous person one questions, what you would ask? Why? Use specific reasons and detail for support you answer.;
171;Holidays honor people or events. If you could create a new holiday, what person or event would it honor and how would you want people to celebrate it? Use specific reasons and details to support your answer.;imaginary;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Holidays honor people or events. If you could create a new holiday, what person or event would it honor and how would you wants people to celebrated it? Use specific reasons and details to support yours answer.;;;"""Create a new holiday, what person or event would it honor? How would people celebrate it? Use specific reasons and details.""";;If you made a new holiday what personal or ocurenc would it honr and how would u want peple to celabrate it? Use specific resin and detales to suport yur awnsr.;
172;It has been said, “Not everything that is learned is contained in books.” Compare and contrast knowledge gained from experience with knowledge gained from books. In your opinion, which source is more important? Why?;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;It has been said, “Not everything that is learned be contained in books.” Compare and contrast knowledges gained from experience with knowledges gained from books. In your opinion, which source are more important? Why?;;;"""Not everything learned is in books. Compare knowledge from experience vs books. Which more important and why?""";;"Ith has be said, ""Not everythin that is learn is contained in book."" Compar and contras knwoleg gained from experience wit knwoleg gained from book. In yur opinion, wich sorce is more importnt? Why?";
173;When people move to another country, some of them decide to follow the customs of the new country. Others prefer to keep their own customs. Compare these two choices. Which one do you prefer? Support your answer with specific details.;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;When people move to another country, some of them decide to follow the custom of the new country. Other prefer keep their own customs. Compare these two choices. Which one do you prefer? Support your answer with specific detail.;;;"""Move to another country – follow its customs or keep your own? Compare and choose. Support with specific details.""";;Wenpepul move 2 another contry, som them decide 2 follw the custums of the new contry. Oters prefer to kep their own custums. Compire dese 2 cices. Wich one do u prefer? Suppor u anser wit specifik details.;
174;Some people trust their first impressions about a person’s character because they believe these judgments are generally correct. Other people do not judge a person’s character quickly because they believe first impressions are often wrong. Compare these two attitudes. Which attitude do you agree with? Support your choice with specific examples.;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people trust they're first impressions about a person’s character because they believes these judgments are generally correct. Other people does not judge a person’s character quickly because they believes first impressions are often wrong. Compare these two attitudes. Which attitude do you agrees with? Support your choice with specific examples.;;;"""Trust first impressions about a person's character or not? Compare these two attitudes. Which you agree with? Explain with specific examples.""";;Some people they trust they're first impresions about a persins caracter becose they believe these judgements are generaly corect. Other people they do not judgement a persins caracter quick becose they believe first impressions are owften wrong. Compare these two attitudes. Wich attitude do you agree with? Support your choise with specifec examples.;
175;Some young children spend a great amount of their time practicing sports. Discuss the advantages and disadvantages of this. Use specific reasons and examples to support your answer.;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Sum young children spend a grate amount of they're time practicing sports. Discuss the advantages and disadvantages of this. Use specific reasons and examples to support you're answer.;;;"""Young children practicing sports a lot. Advantages and disadvantages? Discuss with specific reasons and examples.""";;Sum yung childerns spend much of there time practicing sport. Discusses the advantages and disadvantage of thish. Uzes spesific reasons and examples to support you're answer.;
176;A friend of yours has received some money and plans to use all of it either: 1. To go on vacation 2. To buy a car. Your friend has asked you for advice. Compare your friend’s two choices and explain which one you think your friend should choose. Use specific reasons and details to support your choice.;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;A fren of yourz has received some money and plans to use all of it either: 1. To goes on vacation 2. To buy a car. Your fren has asked you for advices. Compares your fren’s two choices and explains which one you thinks your fren should choose. Uses specific reasons and details to supports your choice.;;;"""Your friend can use money for vacation or to buy a car. What should they choose? Compare and explain with specific reasons and details.""";;A frind of yours has recieve som mony an plan to use all of et either: To go on vocashun or To buy a car. Yur frind has ask you for advic. Compare yur frind's two choices an explain wich one you think yur frind shud choose. Use specific reason an detal to suport yur choice.;
177;Movies are popular all over the world. Explain why movies are so popular. Use reasons and specific examples to support your answer.;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Movies is popular all over world. Explain why movies so popular. Use reasons and specific examples as support you answer.;;;"""Why movies are popular worldwide? Explain with reasons and specific examples.""";;"Movies are popular all over world. Explain why movies is so popular. Use reasons and specific examples to support answer.

Movies is very, very popular everywhere. All people loves movies so much. They make people very happy and exciting. Movie have many, many reasons why people loves it.

One reason is because movies have many, many different genres. Peoples can choose which genres they likes. For examples, romantic movies have beautiful love stories. Action movies have very, very cool scenes with fight and explosions. Peoples can find movies that they likes and enjoy it.

Another reason is because movies have very, very talented actors and actresses. They are so amaze and good at acting. Peoples loves to watch them on big screen. For examples, Leonardo DiCaprio is very, very talented actor. He play roles in many, many good movies. Peoples loves him so much.

Movies also have very, very interesting stories. They make peoples interested and want to know what happen next. Movies have many, many twists and turns. Peoples gets surprised and excited when they watch movies. For examples, the movie ""Inception"" have very, very complex story. Peoples loves the mystery and suspense in it.

In conclusion, movies are so, so popular because they have different genres, famous actors";
178;Some people believe that the best way of learning about life is by listening to the advice of family and friends. Other people believe that the best way of learning about life is through personal experience. Compare the advantages of these two different ways of learning about life. Which do you think is preferable? Use specific examples to support your preference.;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;Some people they believe that the best way of learning about life is by listening to the advice of family and friends. Other people believe that the best way of learning about life is through personal experience. Compare the advantages of these two different ways of learning about life. Which do you think is preferable? Use specific examples to support your preference.;;;"""Some folks think the best way to learn 'bout life is by hearin' what ya family and friends gotta say. Others feel like the best way to get schooled in life is through your own experiences. Break down the upsides of these two ways of learnin' 'bout life. Which one you think is better? Back up your pick with some real examples.""";;Some people's believes that the best way of learning about life is by listens to the advices of family and friends. Other peoples believes that the best way of learning about life is tru personal experience. Compare the advantage of these 2 different ways of learning about life. Wich do you thinks is preferables? Yuse specific examples to supporting yur preferance.;
179;You need to travel from your home to a place 40 miles (64 kilometers) away. Compare the different kinds of transportation you could use. Tell which method of travel you would choose. Give specific reasons for your choice.;compare/contrast;https://www.goodlucktoefl.com/toefl-writing-topics-if.html;You needs to travels from your home to a place 40 mile (64 kilometers) away. Compares the different kind of transportation you could uses. Tells which method of travel you would choose. Gives specific reasons for your choice.;;;"""You gotta get from your crib to a spot 40 miles away. Weigh out the different ways you could roll out. Share which way you'd roll and why you'd choose that. Drop some solid reasons for your pick.""";;Yu needs to travel from home to a place 40 mile (64 kilometer) far. Yu compares different kinda transportation yu can use. Tell which method of travel yu would choose. Give specific reason for yur choice.;
